Year,Date,State,Magnitude,Injuries/Fatalities,len,Travel (km)
1950,26-Jan-50,TX,2,2,4.7,7.564
1950,11-Feb-50,TX,2,0,9.9,15.933
1950,11-Feb-50,TX,3,13,12,19.312
1950,11-Feb-50,TX,2,5,4.6,7.403
1950,11-Feb-50,TX,2,6,4.5,7.242
1950,12-Feb-50,TX,2,9,8,12.875
1950,12-Feb-50,TX,1,0,2.3,3.701
1950,12-Feb-50,TX,2,0,3.4,5.472
1950,12-Feb-50,TX,1,32,7.7,12.392
1950,12-Feb-50,TX,3,18,1.9,3.058
1950,12-Feb-50,LA,4,95,82.6,132.932
1950,12-Feb-50,LA,2,15,58.4,93.986
1950,12-Feb-50,LA,3,30,74.5,119.896
1950,12-Feb-50,LA,1,0,0.5,0.805
1950,27-Feb-50,OK,2,0,2,3.219
1950,19-Mar-50,LA,1,2,2,3.219
1950,19-Mar-50,LA,2,0,1,1.609
1950,19-Mar-50,LA,0,0,18.1,29.129
1950,27-Mar-50,OK,2,0,0.1,0.161
1950,27-Mar-50,LA,1,2,15.3,24.623
1950,27-Mar-50,LA,1,0,0.5,0.805
1950,02-Apr-50,OK,2,0,1,1.609
1950,03-Apr-50,OK,1,0,1,1.609
1950,24-Apr-50,LA,1,0,2,3.219
1950,28-Apr-50,OK,3,2,20.8,33.474
1950,28-Apr-50,KS,1,0,19.8,31.865
1950,28-Apr-50,TX,4,10,1.3,2.092
1950,28-Apr-50,OK,4,37,4.5,7.242
1950,28-Apr-50,OK,2,0,0.8,1.287
1950,29-Apr-50,TX,1,0,11.5,18.507
1950,01-May-50,LA,1,0,2,3.219
1950,01-May-50,LA,1,0,15.4,24.784
1950,01-May-50,LA,2,7,3.6,5.794
1950,01-May-50,LA,1,2,1,1.609
1950,01-May-50,LA,0,0,1,1.609
1950,02-May-50,LA,1,1,32.8,52.786
1950,02-May-50,LA,2,6,2,3.219
1950,04-May-50,KS,1,0,0.1,0.161
1950,04-May-50,TX,2,14,1.9,3.058
1950,04-May-50,IA,1,0,0.1,0.161
1950,04-May-50,OK,2,0,5.6,9.012
1950,04-May-50,OK,1,0,0.1,0.161
1950,04-May-50,OK,2,0,1,1.609
1950,04-May-50,KS,4,1,34.3,55.2
1950,05-May-50,KS,3,12,17.3,27.842
1950,07-May-50,OK,1,0,0.1,0.161
1950,07-May-50,OK,2,3,4.3,6.92
1950,07-May-50,OK,1,0,0.1,0.161
1950,08-May-50,SD,1,0,1,1.609
1950,08-May-50,KS,2,0,12.6,20.278
1950,08-May-50,KS,2,1,6.8,10.944
1950,08-May-50,IA,2,0,0.1,0.161
1950,08-May-50,KS,2,2,19.6,31.543
1950,08-May-50,KS,1,1,0.1,0.161
1950,08-May-50,KS,1,0,0.1,0.161
1950,08-May-50,NE,2,1,8.8,14.162
1950,09-May-50,KS,1,0,0.1,0.161
1950,09-May-50,OK,1,0,0.8,1.287
1950,11-May-50,OK,1,0,0.5,0.805
1950,13-May-50,LA,1,0,2,3.219
1950,14-May-50,TX,1,0,1,1.609
1950,15-May-50,TX,2,0,18,28.968
1950,16-May-50,KS,2,0,0.2,0.322
1950,16-May-50,OK,1,1,7.3,11.748
1950,18-May-50,NE,1,0,0.7,1.127
1950,18-May-50,KS,3,2,14.9,23.979
1950,18-May-50,KS,0,0,0.1,0.161
1950,19-May-50,KS,0,0,0.1,0.161
1950,22-May-50,OK,1,0,1.5,2.414
1950,23-May-50,KS,0,0,0.2,0.322
1950,24-May-50,KS,2,1,3.6,5.794
1950,24-May-50,KS,1,0,10.7,17.22
1950,24-May-50,OK,2,2,1,1.609
1950,25-May-50,TX,1,0,3,4.828
1950,29-May-50,OK,1,0,1,1.609
1950,29-May-50,TX,1,0,3.4,5.472
1950,29-May-50,LA,1,13,1,1.609
1950,29-May-50,LA,1,0,1,1.609
1950,05-Jun-50,TX,3,6,23.9,38.463
1950,05-Jun-50,TX,1,2,23.7,38.141
1950,08-Jun-50,KS,4,6,17.1,27.52
1950,09-Jun-50,OK,1,0,0.1,0.161
1950,13-Jun-50,NE,2,101,4.1,6.598
1950,15-Jun-50,IA,3,5,5.6,9.012
1950,16-Jun-50,KS,1,0,29.9,48.119
1950,19-Jun-50,TX,0,0,15.8,25.428
1950,22-Jun-50,NE,0,0,1.9,3.058
1950,25-Jun-50,KS,0,0,0.1,0.161
1950,25-Jun-50,KS,0,0,0.1,0.161
1950,01-Jul-50,KS,2,0,0.1,0.161
1950,01-Jul-50,KS,1,1,0.1,0.161
1950,01-Jul-50,IA,2,0,14,22.531
1950,02-Jul-50,KS,2,0,1,1.609
1950,08-Jul-50,KS,1,0,1,1.609
1950,15-Jul-50,NE,4,33,10,16.093
1950,18-Jul-50,KS,1,0,0.1,0.161
1950,06-Aug-50,KS,1,0,0.1,0.161
1950,06-Aug-50,KS,2,0,0.1,0.161
1950,06-Aug-50,KS,2,0,8.7,14.001
1950,28-Aug-50,KS,1,0,7.2,11.587
1950,15-Sep-50,OK,2,6,6.8,10.944
1950,16-Sep-50,OK,0,0,0.1,0.161
1950,21-Sep-50,NE,1,0,22.5,36.21
1950,01-Oct-50,OK,1,0,15.8,25.428
1951,06-Jan-51,LA,3,11,16.8,27.037
1951,06-Feb-51,LA,1,0,0.5,0.805
1951,06-Feb-51,LA,1,0,4.9,7.886
1951,19-Feb-51,OK,2,5,43.9,70.65
1951,19-Feb-51,OK,0,0,0.1,0.161
1951,02-Mar-51,KS,3,0,38.1,61.316
1951,02-Mar-51,KS,0,0,0.1,0.161
1951,28-Mar-51,TX,1,0,0.5,0.805
1951,05-Apr-51,OK,2,0,5.7,9.173
1951,05-Apr-51,OK,2,2,0.2,0.322
1951,05-Apr-51,OK,2,2,3.6,5.794
1951,20-Apr-51,TX,2,0,1.5,2.414
1951,20-Apr-51,KS,0,0,0.1,0.161
1951,21-Apr-51,LA,0,2,1,1.609
1951,21-Apr-51,LA,0,1,1,1.609
1951,24-Apr-51,OK,0,0,0.1,0.161
1951,24-Apr-51,OK,1,0,2.5,4.023
1951,24-Apr-51,OK,1,0,0.1,0.161
1951,26-Apr-51,KS,0,0,29.2,46.993
1951,26-Apr-51,KS,1,0,0.1,0.161
1951,26-Apr-51,KS,0,0,1,1.609
1951,26-Apr-51,OK,1,0,0.1,0.161
1951,26-Apr-51,KS,1,0,0.1,0.161
1951,27-Apr-51,OK,1,2,0.8,1.287
1951,30-Apr-51,KS,3,0,12.8,20.6
1951,30-Apr-51,NE,1,0,0.3,0.483
1951,30-Apr-51,OK,1,0,0.1,0.161
1951,30-Apr-51,OK,3,0,7.4,11.909
1951,30-Apr-51,OK,2,0,1.5,2.414
1951,30-Apr-51,KS,0,0,0.1,0.161
1951,02-May-51,KS,1,0,0.1,0.161
1951,02-May-51,KS,1,0,0.1,0.161
1951,08-May-51,KS,1,0,0.1,0.161
1951,09-May-51,KS,1,0,2.3,3.701
1951,09-May-51,TX,2,0,4.9,7.886
1951,09-May-51,OK,1,0,0.1,0.161
1951,09-May-51,OK,2,1,14.8,23.818
1951,09-May-51,KS,0,0,0.1,0.161
1951,13-May-51,NE,0,0,0.1,0.161
1951,13-May-51,KS,1,0,0.1,0.161
1951,14-May-51,KS,2,0,0.1,0.161
1951,14-May-51,OK,2,0,0.1,0.161
1951,14-May-51,OK,2,0,0.1,0.161
1951,14-May-51,KS,2,0,0.1,0.161
1951,14-May-51,KS,3,4,0.1,0.161
1951,15-May-51,TX,1,0,0.1,0.161
1951,16-May-51,OK,0,0,0.1,0.161
1951,18-May-51,TX,4,102,2,3.219
1951,18-May-51,OK,1,0,0.1,0.161
1951,18-May-51,OK,1,0,0.1,0.161
1951,18-May-51,OK,1,0,0.1,0.161
1951,19-May-51,OK,1,0,0.1,0.161
1951,19-May-51,OK,2,0,2,3.219
1951,19-May-51,OK,0,0,0.1,0.161
1951,20-May-51,KS,3,0,12.8,20.6
1951,20-May-51,KS,2,0,1,1.609
1951,20-May-51,KS,3,0,0.1,0.161
1951,21-May-51,KS,2,0,0.1,0.161
1951,21-May-51,KS,1,0,0.1,0.161
1951,24-May-51,TX,1,1,0.5,0.805
1951,25-May-51,KS,1,0,0.1,0.161
1951,25-May-51,KS,3,1,4.1,6.598
1951,25-May-51,KS,2,0,0.1,0.161
1951,30-May-51,NE,2,7,19.7,31.704
1951,30-May-51,NE,1,0,2,3.219
1951,30-May-51,KS,1,0,3,4.828
1951,30-May-51,KS,1,0,8.3,13.358
1951,30-May-51,KS,0,0,0.1,0.161
1951,30-May-51,KS,1,0,7.7,12.392
1951,30-May-51,KS,0,0,0.1,0.161
1951,30-May-51,KS,0,0,0.1,0.161
1951,30-May-51,KS,0,0,0.1,0.161
1951,30-May-51,KS,0,0,0.1,0.161
1951,31-May-51,TX,1,0,0.5,0.805
1951,31-May-51,KS,2,0,3,4.828
1951,01-Jun-51,KS,1,0,11,17.703
1951,01-Jun-51,IA,3,7,1.5,2.414
1951,05-Jun-51,OK,2,0,0.1,0.161
1951,06-Jun-51,KS,2,3,0.1,0.161
1951,06-Jun-51,KS,1,0,3,4.828
1951,06-Jun-51,TX,1,0,0.1,0.161
1951,06-Jun-51,TX,0,0,0.1,0.161
1951,06-Jun-51,KS,3,3,44.8,72.099
1951,06-Jun-51,KS,0,0,0.1,0.161
1951,06-Jun-51,KS,0,0,0.1,0.161
1951,06-Jun-51,KS,1,0,9,14.484
1951,06-Jun-51,KS,1,0,0.1,0.161
1951,06-Jun-51,KS,1,0,0.1,0.161
1951,06-Jun-51,TX,3,12,10.4,16.737
1951,06-Jun-51,TX,0,0,0.1,0.161
1951,06-Jun-51,TX,2,0,3.6,5.794
1951,06-Jun-51,OK,0,0,0.2,0.322
1951,06-Jun-51,KS,1,0,0.1,0.161
1951,06-Jun-51,OK,2,0,3.8,6.116
1951,07-Jun-51,OK,2,0,0.5,0.805
1951,07-Jun-51,OK,1,1,5.7,9.173
1951,07-Jun-51,OK,2,1,0.1,0.161
1951,08-Jun-51,KS,1,0,0.8,1.287
1951,08-Jun-51,KS,2,0,0.1,0.161
1951,08-Jun-51,OK,3,0,10.9,17.542
1951,08-Jun-51,OK,1,0,0.3,0.483
1951,08-Jun-51,OK,1,0,0.1,0.161
1951,15-Jun-51,KS,0,0,0.5,0.805
1951,15-Jun-51,TX,1,6,4.9,7.886
1951,16-Jun-51,TX,2,0,14.5,23.335
1951,17-Jun-51,KS,0,0,0.1,0.161
1951,17-Jun-51,KS,0,0,0.7,1.127
1951,17-Jun-51,KS,0,0,0.1,0.161
1951,17-Jun-51,KS,0,0,0.1,0.161
1951,19-Jun-51,IA,1,0,0.5,0.805
1951,19-Jun-51,NE,1,0,4.7,7.564
1951,19-Jun-51,KS,0,0,0.1,0.161
1951,20-Jun-51,KS,2,0,48.6,78.214
1951,20-Jun-51,KS,1,0,0.1,0.161
1951,20-Jun-51,OK,1,0,0.1,0.161
1951,21-Jun-51,KS,1,0,22.2,35.727
1951,21-Jun-51,OK,1,0,4.3,6.92
1951,21-Jun-51,KS,2,0,0.1,0.161
1951,22-Jun-51,KS,0,0,0.1,0.161
1951,23-Jun-51,KS,2,6,0.1,0.161
1951,23-Jun-51,KS,1,1,0.1,0.161
1951,25-Jun-51,NE,2,1,10.4,16.737
1951,25-Jun-51,IA,2,8,0.8,1.287
1951,27-Jun-51,KS,4,105,0.8,1.287
1951,27-Jun-51,KS,1,0,0.1,0.161
1951,02-Jul-51,TX,2,0,1,1.609
1951,04-Jul-51,KS,0,0,0.1,0.161
1951,07-Jul-51,NE,0,0,5.1,8.208
1951,07-Jul-51,KS,2,0,0.1,0.161
1951,08-Jul-51,SD,2,1,0.1,0.161
1951,13-Jul-51,NE,0,0,0.1,0.161
1951,15-Jul-51,OK,2,0,0.1,0.161
1951,15-Jul-51,OK,0,0,0.1,0.161
1951,15-Jul-51,OK,0,0,0.1,0.161
1951,17-Jul-51,IA,1,2,0.1,0.161
1951,20-Jul-51,SD,2,4,1,1.609
1951,22-Jul-51,KS,2,0,7.7,12.392
1951,27-Jul-51,OK,1,0,0.1,0.161
1951,06-Aug-51,KS,0,0,0.1,0.161
1951,07-Aug-51,KS,1,0,0.1,0.161
1951,07-Aug-51,KS,0,0,0.1,0.161
1951,08-Aug-51,NE,1,0,0.1,0.161
1951,10-Aug-51,OK,1,2,5.9,9.495
1951,10-Aug-51,KS,1,0,2.3,3.701
1951,13-Aug-51,KS,1,0,0.1,0.161
1951,13-Aug-51,KS,1,0,0.1,0.161
1951,22-Aug-51,LA,1,0,0.5,0.805
1951,23-Aug-51,KS,0,0,0.1,0.161
1951,24-Aug-51,KS,0,0,0.1,0.161
1951,24-Aug-51,KS,2,0,3.3,5.311
1951,26-Aug-51,IA,1,0,5.6,9.012
1951,31-Aug-51,OK,1,0,0.5,0.805
1951,31-Aug-51,KS,1,0,0.1,0.161
1951,31-Aug-51,KS,1,0,0.1,0.161
1951,02-Sep-51,LA,1,0,0.5,0.805
1951,09-Sep-51,OK,2,0,2,3.219
1951,23-Sep-51,KS,0,0,0.8,1.287
1951,27-Sep-51,LA,2,0,1,1.609
1951,21-Oct-51,OK,1,0,2,3.219
1951,01-Nov-51,LA,1,0,0.3,0.483
1952,01-Feb-52,TX,2,0,1,1.609
1952,13-Feb-52,LA,0,0,1,1.609
1952,19-Feb-52,LA,2,5,0.5,0.805
1952,02-Mar-52,TX,0,0,0.2,0.322
1952,10-Mar-52,LA,3,0,50.9,81.916
1952,17-Mar-52,TX,1,0,0.1,0.161
1952,17-Mar-52,TX,0,0,0.5,0.805
1952,03-Apr-52,TX,2,1,4.9,7.886
1952,03-Apr-52,LA,1,0,2,3.219
1952,04-Apr-52,LA,3,10,36.7,59.063
1952,04-Apr-52,LA,2,37,20.4,32.831
1952,04-Apr-52,LA,2,3,6.4,10.3
1952,08-Apr-52,KS,1,0,0.1,0.161
1952,08-Apr-52,OK,0,0,45.9,73.869
1952,18-Apr-52,TX,1,0,0.8,1.287
1952,20-Apr-52,OK,1,0,0.1,0.161
1952,20-Apr-52,OK,0,0,1.5,2.414
1952,20-Apr-52,OK,0,0,1.5,2.414
1952,20-Apr-52,OK,0,0,1.5,2.414
1952,21-Apr-52,TX,4,0,2.3,3.701
1952,21-Apr-52,OK,0,0,0.3,0.483
1952,22-Apr-52,KS,0,0,0.1,0.161
1952,23-Apr-52,LA,0,0,0.5,0.805
1952,29-Apr-52,KS,0,0,0.1,0.161
1952,29-Apr-52,NE,1,0,1,1.609
1952,30-Apr-52,OK,2,0,13.7,22.048
1952,30-Apr-52,TX,3,6,0.5,0.805
1952,30-Apr-52,KS,0,0,0.1,0.161
1952,30-Apr-52,KS,0,0,0.1,0.161
1952,08-May-52,NE,1,0,0.1,0.161
1952,13-May-52,NE,1,0,0.1,0.161
1952,19-May-52,LA,0,0,1,1.609
1952,21-May-52,KS,0,0,0.1,0.161
1952,21-May-52,KS,2,0,0.2,0.322
1952,22-May-52,KS,4,3,26.9,43.291
1952,22-May-52,OK,1,0,0.1,0.161
1952,23-May-52,OK,1,0,0.1,0.161
1952,23-May-52,OK,1,0,16.9,27.198
1952,23-May-52,OK,2,1,0.3,0.483
1952,23-May-52,OK,2,0,0.1,0.161
1952,23-May-52,TX,0,1,0.5,0.805
1952,23-May-52,IA,2,0,0.1,0.161
1952,23-May-52,TX,1,1,7.1,11.426
1952,23-May-52,IA,1,0,0.1,0.161
1952,26-May-52,NE,0,0,2,3.219
1952,01-Jun-52,OK,1,0,0.1,0.161
1952,02-Jun-52,IA,2,1,2.3,3.701
1952,04-Jun-52,OK,1,0,0.1,0.161
1952,05-Jun-52,TX,1,0,13.8,22.209
1952,15-Jun-52,OK,1,0,0.1,0.161
1952,15-Jun-52,NE,1,0,1,1.609
1952,19-Jun-52,KS,2,0,3.3,5.311
1952,21-Jun-52,OK,1,0,0.3,0.483
1952,21-Jun-52,KS,2,0,24.9,40.073
1952,23-Jun-52,IA,4,4,24.1,38.785
1952,23-Jun-52,SD,0,0,2,3.219
1952,24-Jun-52,SD,0,0,0.1,0.161
1952,26-Jun-52,KS,2,0,12,19.312
1952,26-Jun-52,NE,2,0,2.7,4.345
1952,27-Jun-52,KS,2,0,1.9,3.058
1952,27-Jun-52,SD,1,0,0.1,0.161
1952,28-Jun-52,SD,0,0,1,1.609
1952,28-Jun-52,SD,1,0,0.1,0.161
1952,29-Jun-52,OK,2,1,0.1,0.161
1952,02-Jul-52,IA,1,0,0.1,0.161
1952,06-Jul-52,KS,1,0,11.9,19.151
1952,06-Jul-52,KS,0,0,0.1,0.161
1952,06-Jul-52,KS,2,0,0.1,0.161
1952,07-Jul-52,OK,1,0,3.6,5.794
1952,12-Jul-52,NE,1,0,27.6,44.418
1952,13-Jul-52,OK,1,0,1,1.609
1952,13-Jul-52,OK,1,0,0.1,0.161
1952,16-Jul-52,OK,1,0,0.1,0.161
1952,07-Aug-52,KS,3,0,4.7,7.564
1952,07-Aug-52,KS,1,0,0.1,0.161
1952,12-Aug-52,TX,1,0,0.7,1.127
1952,13-Aug-52,NE,3,1,44.4,71.455
1952,13-Aug-52,NE,4,20,26.7,42.969
1952,14-Aug-52,KS,2,0,1.5,2.414
1952,15-Aug-52,OK,2,0,5.1,8.208
1952,17-Nov-52,KS,1,0,0.1,0.161
1952,17-Nov-52,IA,0,0,0.1,0.161
1952,03-Dec-52,TX,2,4,13.3,21.404
1953,06-Feb-53,LA,3,23,15.6,25.106
1953,19-Feb-53,TX,1,0,0.1,0.161
1953,19-Feb-53,TX,1,0,0.1,0.161
1953,19-Feb-53,OK,1,0,1.3,2.092
1953,19-Feb-53,OK,1,0,0.5,0.805
1953,19-Feb-53,OK,1,0,4.7,7.564
1953,19-Feb-53,OK,1,0,0.1,0.161
1953,12-Mar-53,TX,2,2,2,3.219
1953,13-Mar-53,TX,4,42,13.9,22.37
1953,13-Mar-53,OK,2,1,23.6,37.981
1953,13-Mar-53,OK,3,9,1,1.609
1953,13-Mar-53,OK,2,2,2,3.219
1953,13-Mar-53,OK,2,0,1.3,2.092
1953,13-Mar-53,OK,3,13,45.3,72.903
1953,13-Mar-53,OK,2,0,0.1,0.161
1953,21-Mar-53,IA,1,2,0.1,0.161
1953,21-Mar-53,IA,1,0,10.9,17.542
1953,21-Mar-53,IA,3,0,31.8,51.177
1953,21-Mar-53,IA,2,0,11.7,18.829
1953,22-Mar-53,LA,2,24,159.2,256.208
1953,29-Mar-53,OK,1,0,1,1.609
1953,30-Mar-53,KS,0,0,16.1,25.91
1953,02-Apr-53,OK,0,0,0.1,0.161
1953,09-Apr-53,KS,1,0,0.4,0.644
1953,14-Apr-53,OK,2,0,16.2,26.071
1953,14-Apr-53,OK,2,0,0.3,0.483
1953,23-Apr-53,OK,2,5,1.5,2.414
1953,23-Apr-53,OK,2,1,1,1.609
1953,23-Apr-53,OK,1,0,0.1,0.161
1953,23-Apr-53,OK,2,15,0.8,1.287
1953,24-Apr-53,IA,1,0,0.1,0.161
1953,28-Apr-53,OK,0,0,0.1,0.161
1953,28-Apr-53,OK,1,0,0.1,0.161
1953,28-Apr-53,NE,0,0,0.9,1.448
1953,28-Apr-53,TX,3,3,0.5,0.805
1953,28-Apr-53,NE,1,0,0.1,0.161
1953,28-Apr-53,TX,3,6,4.9,7.886
1953,28-Apr-53,TX,4,17,1,1.609
1953,29-Apr-53,LA,2,0,11.5,18.507
1953,02-May-53,LA,1,0,1,1.609
1953,09-May-53,SD,1,0,1.9,3.058
1953,09-May-53,SD,1,0,6.8,10.944
1953,09-May-53,NE,1,0,1.5,2.414
1953,09-May-53,KS,3,0,13.5,21.726
1953,09-May-53,NE,3,87,46.9,75.478
1953,09-May-53,NE,2,0,1.5,2.414
1953,10-May-53,OK,1,0,3.6,5.794
1953,10-May-53,NE,1,0,0.1,0.161
1953,10-May-53,OK,1,0,0.1,0.161
1953,10-May-53,OK,1,0,0.1,0.161
1953,10-May-53,OK,1,0,0.1,0.161
1953,10-May-53,KS,1,0,42.5,68.397
1953,10-May-53,KS,2,0,37.5,60.35
1953,10-May-53,OK,2,0,1.3,2.092
1953,10-May-53,KS,3,0,52.2,84.008
1953,10-May-53,KS,1,0,6.9,11.104
1953,10-May-53,KS,1,0,0.5,0.805
1953,10-May-53,NE,1,0,9.7,15.611
1953,10-May-53,NE,0,0,0.1,0.161
1953,10-May-53,IA,4,0,6.4,10.3
1953,10-May-53,IA,4,3,26.6,42.809
1953,10-May-53,IA,2,0,0.1,0.161
1953,10-May-53,IA,4,2,1.9,3.058
1953,10-May-53,IA,3,0,6.6,10.622
1953,11-May-53,TX,4,172,9.9,15.933
1953,11-May-53,OK,1,0,0.1,0.161
1953,11-May-53,TX,5,711,20.9,33.635
1953,11-May-53,OK,1,0,2,3.219
1953,11-May-53,TX,2,0,9.5,15.289
1953,16-May-53,LA,2,3,21.7,34.923
1953,16-May-53,TX,3,9,5.2,8.369
1953,16-May-53,KS,1,0,2.5,4.023
1953,16-May-53,LA,0,0,2,3.219
1953,16-May-53,LA,2,0,28.5,45.866
1953,16-May-53,LA,2,2,22.5,36.21
1953,17-May-53,LA,3,17,41.6,66.949
1953,17-May-53,NE,0,0,4.5,7.242
1953,18-May-53,LA,2,1,0.5,0.805
1953,18-May-53,LA,1,0,2,3.219
1953,18-May-53,TX,0,0,0.1,0.161
1953,18-May-53,OK,1,0,0.1,0.161
1953,20-May-53,IA,3,1,116.1,186.845
1953,20-May-53,IA,3,7,38.6,62.121
1953,24-May-53,IA,1,0,0.1,0.161
1953,26-May-53,NE,1,0,0.1,0.161
1953,27-May-53,KS,1,0,0.1,0.161
1953,27-May-53,KS,2,0,0.1,0.161
1953,27-May-53,KS,1,0,0.1,0.161
1953,28-May-53,SD,0,0,20.6,33.152
1953,28-May-53,KS,1,0,0.1,0.161
1953,29-May-53,KS,2,0,0.1,0.161
1953,29-May-53,SD,2,2,0.5,0.805
1953,29-May-53,SD,1,0,0.1,0.161
1953,29-May-53,SD,2,0,1.9,3.058
1953,29-May-53,NE,1,0,0.1,0.161
1953,31-May-53,TX,1,0,0.1,0.161
1953,02-Jun-53,NE,2,0,80,128.748
1953,02-Jun-53,NE,2,0,15,24.14
1953,02-Jun-53,SD,2,0,5.9,9.495
1953,05-Jun-53,TX,0,0,0.1,0.161
1953,05-Jun-53,OK,1,0,0.4,0.644
1953,05-Jun-53,OK,0,0,0.1,0.161
1953,05-Jun-53,OK,0,0,0.1,0.161
1953,05-Jun-53,KS,0,0,0.1,0.161
1953,05-Jun-53,NE,3,0,9.8,15.772
1953,05-Jun-53,OK,1,0,2,3.219
1953,05-Jun-53,OK,3,0,16.9,27.198
1953,05-Jun-53,OK,2,0,0.1,0.161
1953,06-Jun-53,OK,0,0,0.1,0.161
1953,07-Jun-53,KS,1,0,0.1,0.161
1953,07-Jun-53,KS,2,0,0.1,0.161
1953,07-Jun-53,KS,0,0,10.9,17.542
1953,07-Jun-53,NE,2,0,6.6,10.622
1953,07-Jun-53,NE,2,0,6.6,10.622
1953,07-Jun-53,NE,0,0,4.1,6.598
1953,07-Jun-53,NE,1,2,22.7,36.532
1953,07-Jun-53,NE,4,11,15,24.14
1953,07-Jun-53,NE,2,1,20.1,32.348
1953,07-Jun-53,NE,2,2,6.9,11.104
1953,07-Jun-53,NE,3,1,8,12.875
1953,07-Jun-53,NE,0,0,9,14.484
1953,07-Jun-53,NE,1,0,15,24.14
1953,07-Jun-53,NE,2,0,16.6,26.715
1953,07-Jun-53,NE,2,6,31,49.89
1953,07-Jun-53,NE,1,0,8.2,13.197
1953,07-Jun-53,NE,0,1,1.5,2.414
1953,07-Jun-53,SD,0,0,1.5,2.414
1953,07-Jun-53,IA,2,0,11.3,18.186
1953,07-Jun-53,NE,2,1,4.1,6.598
1953,07-Jun-53,NE,0,5,1,1.609
1953,07-Jun-53,IA,2,0,49.2,79.18
1953,07-Jun-53,IA,2,0,49,78.858
1953,07-Jun-53,IA,3,0,30.7,49.407
1953,07-Jun-53,IA,2,0,116,186.684
1953,07-Jun-53,IA,1,0,2.3,3.701
1953,07-Jun-53,KS,0,0,12.6,20.278
1953,08-Jun-53,NE,0,0,0.1,0.161
1953,08-Jun-53,NE,0,0,0.1,0.161
1953,08-Jun-53,NE,1,0,0.1,0.161
1953,14-Jun-53,SD,2,0,27.7,44.579
1953,15-Jun-53,SD,2,0,7.6,12.231
1953,18-Jun-53,SD,1,0,9.3,14.967
1953,19-Jun-53,OK,1,0,1.9,3.058
1953,19-Jun-53,KS,2,0,8.8,14.162
1953,19-Jun-53,KS,2,0,0.1,0.161
1953,19-Jun-53,NE,1,0,1.5,2.414
1953,19-Jun-53,KS,1,0,6.6,10.622
1953,19-Jun-53,OK,1,1,0.3,0.483
1953,19-Jun-53,TX,1,1,0.1,0.161
1953,19-Jun-53,OK,1,0,6.1,9.817
1953,19-Jun-53,NE,2,1,0.1,0.161
1953,21-Jun-53,KS,2,3,0.1,0.161
1953,22-Jun-53,KS,0,0,0.1,0.161
1953,22-Jun-53,OK,1,0,1,1.609
1953,24-Jun-53,KS,1,0,0.1,0.161
1953,24-Jun-53,KS,0,0,0.1,0.161
1953,24-Jun-53,OK,1,0,0.2,0.322
1953,27-Jun-53,IA,5,3,0.1,0.161
1953,27-Jun-53,IA,1,0,0.1,0.161
1953,27-Jun-53,IA,1,2,0.1,0.161
1953,27-Jun-53,IA,2,1,7.8,12.553
1953,03-Jul-53,NE,1,0,4.3,6.92
1953,04-Jul-53,KS,0,0,1,1.609
1953,06-Jul-53,OK,1,0,1,1.609
1953,07-Jul-53,OK,1,0,0.1,0.161
1953,07-Jul-53,NE,1,1,10.8,17.381
1953,08-Jul-53,OK,0,0,0.1,0.161
1953,09-Jul-53,OK,1,0,0.3,0.483
1953,15-Jul-53,TX,1,0,0.1,0.161
1953,15-Jul-53,KS,0,0,0.1,0.161
1953,15-Jul-53,TX,2,0,1,1.609
1953,17-Jul-53,LA,2,2,6.4,10.3
1953,20-Jul-53,NE,1,0,0.1,0.161
1953,21-Jul-53,NE,1,0,0.7,1.127
1953,26-Jul-53,NE,1,0,0.1,0.161
1953,26-Jul-53,NE,1,0,9.9,15.933
1953,28-Jul-53,TX,0,0,1,1.609
1953,28-Jul-53,NE,1,0,8.6,13.84
1953,02-Aug-53,KS,1,0,4.1,6.598
1953,02-Aug-53,NE,2,0,1.9,3.058
1953,02-Aug-53,KS,1,0,0.2,0.322
1953,04-Aug-53,OK,0,0,0.1,0.161
1953,04-Aug-53,SD,1,0,2,3.219
1953,06-Aug-53,NE,0,0,0.1,0.161
1953,11-Aug-53,OK,1,0,0.1,0.161
1953,11-Aug-53,TX,0,0,4.9,7.886
1953,11-Aug-53,TX,2,0,0.1,0.161
1953,15-Aug-53,TX,1,0,0.1,0.161
1953,31-Aug-53,TX,0,0,0.5,0.805
1953,31-Aug-53,TX,0,0,0.1,0.161
1953,23-Oct-53,TX,1,0,0.5,0.805
1953,23-Oct-53,TX,2,0,4.1,6.598
1953,25-Oct-53,LA,1,0,1,1.609
1953,18-Nov-53,OK,1,0,0.3,0.483
1953,18-Nov-53,OK,0,0,0.1,0.161
1953,19-Nov-53,OK,0,0,0.1,0.161
1953,19-Nov-53,OK,1,0,2,3.219
1953,19-Nov-53,OK,1,0,0.1,0.161
1953,19-Nov-53,TX,2,0,5.6,9.012
1953,21-Nov-53,LA,1,0,1,1.609
1953,21-Nov-53,LA,2,2,20.4,32.831
1953,01-Dec-53,TX,3,10,5.1,8.208
1953,02-Dec-53,TX,3,4,3.3,5.311
1953,02-Dec-53,TX,2,0,1.5,2.414
1953,02-Dec-53,TX,2,7,0.1,0.161
1953,02-Dec-53,TX,1,0,2.7,4.345
1953,02-Dec-53,TX,2,0,0.2,0.322
1953,02-Dec-53,OK,1,2,31.4,50.533
1953,02-Dec-53,OK,1,1,1.5,2.414
