Year,Date,State,Magnitude,Injuries/Fatalities,len,Travel (km)
1968,13-May-68,OK,0,0,3.8,6.116
1968,13-May-68,KS,2,0,4.7,7.564
1968,15-May-68,KS,3,0,2.7,4.345
1968,15-May-68,IA,5,475,62.1,99.94
1968,15-May-68,IA,5,161,13.1,21.082
1968,15-May-68,IA,1,0,0.3,0.483
1968,15-May-68,IA,1,1,2,3.219
1968,15-May-68,IA,2,0,4.7,7.564
1968,16-May-68,OK,0,0,0.1,0.161
1968,16-May-68,TX,1,0,0.1,0.161
1968,16-May-68,TX,3,0,2,3.219
1968,16-May-68,OK,0,0,0.1,0.161
1968,16-May-68,OK,0,0,0.1,0.161
1968,16-May-68,OK,1,0,0.1,0.161
1968,16-May-68,OK,0,0,0.1,0.161
1968,17-May-68,TX,1,0,1,1.609
1968,17-May-68,TX,0,0,0.8,1.287
1968,17-May-68,TX,0,0,1,1.609
1968,22-May-68,KS,0,0,0.2,0.322
1968,22-May-68,OK,2,0,11.1,17.864
1968,23-May-68,OK,1,0,0.1,0.161
1968,24-May-68,TX,3,0,2,3.219
1968,24-May-68,TX,3,0,4.1,6.598
1968,24-May-68,TX,3,0,2.7,4.345
1968,25-May-68,OK,2,1,2,3.219
1968,25-May-68,TX,1,0,0.3,0.483
1968,25-May-68,TX,0,1,0.1,0.161
1968,29-May-68,OK,0,0,0.1,0.161
1968,29-May-68,TX,0,0,0.5,0.805
1968,30-May-68,TX,0,0,1,1.609
1968,31-May-68,TX,0,0,0.2,0.322
1968,31-May-68,TX,0,0,0.1,0.161
1968,31-May-68,TX,2,0,5,8.047
1968,31-May-68,TX,1,0,0.1,0.161
1968,31-May-68,TX,0,0,2,3.219
1968,31-May-68,TX,1,0,4.7,7.564
1968,01-Jun-68,OK,2,0,3.6,5.794
1968,03-Jun-68,TX,0,0,0.1,0.161
1968,04-Jun-68,TX,0,0,0.5,0.805
1968,05-Jun-68,OK,0,0,0.1,0.161
1968,06-Jun-68,TX,0,0,0.1,0.161
1968,07-Jun-68,TX,0,0,0.5,0.805
1968,08-Jun-68,OK,2,0,0.8,1.287
1968,08-Jun-68,TX,1,0,42.8,68.88
1968,08-Jun-68,TX,1,0,26.7,42.969
1968,08-Jun-68,TX,0,0,5.4,8.69
1968,09-Jun-68,TX,0,0,1,1.609
1968,09-Jun-68,TX,1,0,0.1,0.161
1968,09-Jun-68,OK,0,0,0.1,0.161
1968,09-Jun-68,SD,2,1,3.8,6.116
1968,09-Jun-68,OK,1,0,0.1,0.161
1968,09-Jun-68,TX,1,0,5.9,9.495
1968,09-Jun-68,OK,0,0,0.1,0.161
1968,09-Jun-68,NE,0,0,0.1,0.161
1968,09-Jun-68,OK,2,2,0.1,0.161
1968,10-Jun-68,KS,2,3,1.5,2.414
1968,10-Jun-68,IA,0,0,0.1,0.161
1968,13-Jun-68,SD,0,0,0.1,0.161
1968,13-Jun-68,IA,2,0,0.1,0.161
1968,13-Jun-68,IA,2,17,4.9,7.886
1968,13-Jun-68,IA,2,0,0.1,0.161
1968,13-Jun-68,KS,2,0,0.1,0.161
1968,14-Jun-68,TX,0,0,1,1.609
1968,15-Jun-68,OK,0,0,0.1,0.161
1968,16-Jun-68,TX,1,0,0.1,0.161
1968,16-Jun-68,TX,0,0,1,1.609
1968,17-Jun-68,LA,2,0,0.1,0.161
1968,17-Jun-68,NE,1,0,0.1,0.161
1968,17-Jun-68,KS,0,0,0.1,0.161
1968,18-Jun-68,KS,3,8,0.5,0.805
1968,20-Jun-68,LA,1,0,0.5,0.805
1968,20-Jun-68,TX,1,0,0.2,0.322
1968,20-Jun-68,SD,2,0,0.1,0.161
1968,20-Jun-68,SD,2,0,13.1,21.082
1968,20-Jun-68,SD,3,0,8.8,14.162
1968,20-Jun-68,SD,3,0,0.1,0.161
1968,20-Jun-68,SD,2,0,33.5,53.913
1968,20-Jun-68,SD,2,0,0.1,0.161
1968,20-Jun-68,SD,2,0,21.4,34.44
1968,20-Jun-68,SD,3,0,9.9,15.933
1968,21-Jun-68,NE,1,1,0.1,0.161
1968,21-Jun-68,SD,2,1,16.4,26.393
1968,22-Jun-68,KS,0,0,0.1,0.161
1968,22-Jun-68,TX,0,0,0.1,0.161
1968,22-Jun-68,KS,0,0,0.1,0.161
1968,22-Jun-68,NE,1,0,0.1,0.161
1968,22-Jun-68,IA,1,0,0.5,0.805
1968,22-Jun-68,NE,0,0,0.1,0.161
1968,23-Jun-68,TX,1,0,0.1,0.161
1968,23-Jun-68,TX,1,0,0.1,0.161
1968,23-Jun-68,TX,1,0,0.1,0.161
1968,23-Jun-68,NE,1,0,0.1,0.161
1968,24-Jun-68,NE,1,0,0.1,0.161
1968,24-Jun-68,TX,2,0,0.5,0.805
1968,24-Jun-68,TX,1,0,0.8,1.287
1968,24-Jun-68,LA,0,0,0.1,0.161
1968,24-Jun-68,IA,1,0,0.3,0.483
1968,24-Jun-68,IA,0,0,0.1,0.161
1968,24-Jun-68,IA,0,0,0.1,0.161
1968,24-Jun-68,NE,0,0,0.1,0.161
1968,24-Jun-68,KS,0,0,2,3.219
1968,25-Jun-68,TX,1,0,2,3.219
1968,29-Jun-68,SD,1,0,0.1,0.161
1968,29-Jun-68,SD,1,0,0.1,0.161
1968,29-Jun-68,NE,0,0,0.1,0.161
1968,30-Jun-68,OK,2,0,2,3.219
1968,08-Jul-68,NE,0,0,1.2,1.931
1968,12-Jul-68,SD,0,0,0.1,0.161
1968,16-Jul-68,SD,0,0,0.1,0.161
1968,17-Jul-68,TX,0,0,0.5,0.805
1968,17-Jul-68,KS,1,0,0.5,0.805
1968,17-Jul-68,KS,1,0,0.1,0.161
1968,17-Jul-68,TX,0,0,4.5,7.242
1968,17-Jul-68,TX,0,0,3.8,6.116
1968,17-Jul-68,TX,0,0,0.1,0.161
1968,22-Jul-68,KS,1,0,0.5,0.805
1968,24-Jul-68,NE,0,0,0.1,0.161
1968,26-Jul-68,NE,0,0,0.1,0.161
1968,26-Jul-68,NE,0,0,0.1,0.161
1968,27-Jul-68,KS,0,0,0.1,0.161
1968,30-Jul-68,NE,2,0,0.1,0.161
1968,30-Jul-68,NE,0,0,0.1,0.161
1968,30-Jul-68,NE,2,2,6.4,10.3
1968,01-Aug-68,TX,0,0,0.2,0.322
1968,04-Aug-68,SD,0,0,0.1,0.161
1968,04-Aug-68,SD,0,0,0.1,0.161
1968,05-Aug-68,SD,1,0,3.6,5.794
1968,06-Aug-68,SD,0,0,0.1,0.161
1968,08-Aug-68,TX,0,0,0.1,0.161
1968,10-Aug-68,OK,2,0,0.1,0.161
1968,14-Aug-68,TX,1,0,1,1.609
1968,14-Aug-68,TX,0,0,0.1,0.161
1968,14-Aug-68,TX,0,0,0.2,0.322
1968,18-Aug-68,NE,3,0,21.3,34.279
1968,24-Aug-68,TX,0,0,3.3,5.311
1968,24-Aug-68,TX,0,0,1,1.609
1968,26-Aug-68,TX,0,0,0.1,0.161
1968,05-Sep-68,TX,1,0,0.2,0.322
1968,09-Sep-68,TX,1,2,0.1,0.161
1968,15-Sep-68,TX,0,0,0.1,0.161
1968,15-Sep-68,LA,1,0,0.2,0.322
1968,15-Sep-68,SD,1,0,9.2,14.806
1968,16-Sep-68,TX,1,0,0.1,0.161
1968,17-Sep-68,TX,2,0,0.8,1.287
1968,17-Sep-68,LA,2,0,1,1.609
1968,22-Sep-68,IA,3,0,4.7,7.564
1968,22-Sep-68,IA,0,0,0.1,0.161
1968,22-Sep-68,IA,0,0,0.1,0.161
1968,06-Oct-68,TX,0,0,0.2,0.322
1968,07-Oct-68,TX,1,0,2,3.219
1968,08-Oct-68,TX,0,0,0.1,0.161
1968,08-Oct-68,TX,0,0,0.2,0.322
1968,08-Oct-68,TX,0,0,0.1,0.161
1968,08-Oct-68,TX,1,0,1,1.609
1968,09-Oct-68,TX,0,0,0.1,0.161
1968,16-Oct-68,KS,0,0,0.1,0.161
1968,21-Oct-68,TX,1,0,1,1.609
1968,01-Nov-68,TX,0,0,0.1,0.161
1968,05-Nov-68,TX,3,2,14.4,23.175
1968,05-Nov-68,TX,0,0,0.1,0.161
1968,05-Nov-68,TX,1,0,0.1,0.161
1968,15-Nov-68,TX,1,0,2,3.219
1968,17-Nov-68,LA,1,0,0.5,0.805
1968,26-Nov-68,TX,2,0,18.2,29.29
1968,26-Nov-68,TX,0,0,0.4,0.644
1968,26-Nov-68,TX,1,0,1,1.609
1968,26-Nov-68,TX,0,0,0.1,0.161
1968,26-Nov-68,TX,1,0,0.3,0.483
1968,26-Nov-68,TX,0,2,0.1,0.161
1968,27-Nov-68,LA,3,0,0.5,0.805
1968,30-Nov-68,LA,1,0,1,1.609
1968,30-Nov-68,LA,2,1,0.5,0.805
1968,12-Dec-68,TX,2,0,2,3.219
1968,12-Dec-68,TX,2,0,1,1.609
1968,12-Dec-68,TX,3,0,6.2,9.978
1968,18-Dec-68,OK,2,0,1.8,2.897
1968,18-Dec-68,TX,1,0,0.1,0.161
1968,18-Dec-68,TX,1,0,0.1,0.161
1968,18-Dec-68,TX,0,0,0.1,0.161
1968,18-Dec-68,OK,2,0,3.8,6.116
1968,18-Dec-68,OK,1,0,0.5,0.805
1968,22-Dec-68,TX,1,0,1,1.609
1968,27-Dec-68,TX,1,0,0.1,0.161
1968,27-Dec-68,TX,0,0,0.3,0.483
1968,27-Dec-68,TX,0,0,0.2,0.322
1968,27-Dec-68,TX,1,0,0.3,0.483
1968,27-Dec-68,TX,2,0,1,1.609
1968,27-Dec-68,TX,1,0,4.9,7.886
1968,27-Dec-68,TX,2,0,1,1.609
1968,27-Dec-68,TX,1,0,0.1,0.161
1968,27-Dec-68,TX,1,0,13.9,22.37
1968,30-Dec-68,LA,1,0,0.5,0.805
1969,14-Feb-69,TX,1,0,0.1,0.161
1969,23-Mar-69,TX,3,1,0.5,0.805
1969,23-Mar-69,LA,1,0,0.5,0.805
1969,23-Mar-69,LA,0,0,0.5,0.805
1969,23-Mar-69,LA,1,0,0.5,0.805
1969,04-Apr-69,TX,2,0,9,14.484
1969,04-Apr-69,KS,2,1,11.8,18.99
1969,04-Apr-69,OK,1,0,0.1,0.161
1969,04-Apr-69,OK,1,0,0.1,0.161
1969,05-Apr-69,LA,1,0,0.5,0.805
1969,05-Apr-69,LA,1,0,0.5,0.805
1969,08-Apr-69,IA,1,0,1,1.609
1969,10-Apr-69,TX,1,0,7.1,11.426
1969,10-Apr-69,TX,0,0,28,45.062
1969,11-Apr-69,TX,1,0,1,1.609
1969,11-Apr-69,TX,2,0,1,1.609
1969,11-Apr-69,TX,0,0,0.1,0.161
1969,11-Apr-69,TX,0,0,0.1,0.161
1969,11-Apr-69,TX,3,13,2,3.219
1969,12-Apr-69,LA,3,1,10.7,17.22
1969,16-Apr-69,OK,2,0,13.8,22.209
1969,16-Apr-69,OK,2,1,24.2,38.946
1969,16-Apr-69,OK,1,0,2,3.219
1969,16-Apr-69,OK,2,1,8.2,13.197
1969,16-Apr-69,OK,0,0,0.3,0.483
1969,16-Apr-69,OK,1,0,0.1,0.161
1969,16-Apr-69,OK,0,0,0.1,0.161
1969,17-Apr-69,TX,1,0,0.8,1.287
1969,17-Apr-69,LA,1,0,2,3.219
1969,19-Apr-69,TX,3,0,0.1,0.161
1969,19-Apr-69,TX,0,0,0.1,0.161
1969,26-Apr-69,OK,1,0,10.4,16.737
1969,27-Apr-69,TX,2,0,1,1.609
1969,27-Apr-69,TX,2,0,0.1,0.161
1969,27-Apr-69,TX,2,45,16.5,26.554
1969,27-Apr-69,TX,3,0,2,3.219
1969,27-Apr-69,TX,1,0,1.5,2.414
1969,02-May-69,TX,2,0,0.1,0.161
1969,02-May-69,TX,0,0,0.2,0.322
1969,02-May-69,TX,0,0,0.2,0.322
1969,02-May-69,OK,0,0,0.1,0.161
1969,03-May-69,TX,2,0,1,1.609
1969,03-May-69,OK,1,0,0.1,0.161
1969,04-May-69,TX,0,0,0.2,0.322
1969,04-May-69,TX,0,0,0.1,0.161
1969,04-May-69,TX,0,0,0.1,0.161
1969,04-May-69,TX,0,0,0.1,0.161
1969,04-May-69,TX,0,0,0.1,0.161
1969,05-May-69,TX,0,0,0.1,0.161
1969,05-May-69,TX,0,0,4.1,6.598
1969,05-May-69,TX,0,0,0.1,0.161
1969,05-May-69,TX,0,0,2,3.219
1969,05-May-69,TX,0,0,0.5,0.805
1969,05-May-69,TX,0,0,0.5,0.805
1969,05-May-69,TX,0,0,1,1.609
1969,05-May-69,KS,1,0,2,3.219
1969,05-May-69,TX,2,0,4.7,7.564
1969,05-May-69,TX,0,0,0.3,0.483
1969,05-May-69,TX,0,0,0.1,0.161
1969,06-May-69,TX,1,0,0.5,0.805
1969,06-May-69,TX,2,0,0.1,0.161
1969,06-May-69,TX,3,0,41.6,66.949
1969,06-May-69,TX,3,2,38.9,62.603
1969,06-May-69,TX,1,0,26.7,42.969
1969,06-May-69,OK,0,0,0.1,0.161
1969,06-May-69,TX,3,0,1,1.609
1969,06-May-69,TX,2,0,0.1,0.161
1969,06-May-69,TX,0,0,0.1,0.161
1969,06-May-69,TX,0,0,0.1,0.161
1969,07-May-69,KS,0,0,0.2,0.322
1969,08-May-69,TX,0,0,0.1,0.161
1969,12-May-69,TX,2,0,4.9,7.886
1969,12-May-69,TX,0,0,0.1,0.161
1969,12-May-69,TX,3,0,0.1,0.161
1969,12-May-69,NE,1,0,0.1,0.161
1969,12-May-69,TX,0,0,0.1,0.161
1969,12-May-69,TX,2,0,0.1,0.161
1969,12-May-69,TX,3,0,0.1,0.161
1969,12-May-69,TX,0,0,0.1,0.161
1969,13-May-69,TX,0,0,7.4,11.909
1969,13-May-69,TX,1,0,0.1,0.161
1969,13-May-69,KS,0,0,0.1,0.161
1969,13-May-69,TX,0,0,0.1,0.161
1969,13-May-69,NE,1,0,0.2,0.322
1969,13-May-69,OK,0,0,0.1,0.161
1969,14-May-69,TX,3,0,0.5,0.805
1969,14-May-69,TX,3,0,0.1,0.161
1969,14-May-69,TX,0,0,0.1,0.161
1969,14-May-69,TX,0,0,0.1,0.161
1969,14-May-69,TX,0,0,0.1,0.161
1969,15-May-69,OK,0,0,0.1,0.161
1969,15-May-69,TX,0,0,0.1,0.161
1969,15-May-69,TX,0,0,0.5,0.805
1969,15-May-69,TX,2,0,0.2,0.322
1969,15-May-69,TX,0,0,0.1,0.161
1969,15-May-69,TX,0,0,0.1,0.161
1969,16-May-69,TX,2,3,4.3,6.92
1969,16-May-69,TX,1,0,0.1,0.161
1969,16-May-69,TX,3,0,0.5,0.805
1969,16-May-69,TX,0,0,1,1.609
1969,16-May-69,TX,0,0,0.1,0.161
1969,16-May-69,TX,0,0,42.8,68.88
1969,16-May-69,TX,0,0,42.8,68.88
1969,16-May-69,TX,0,0,42.8,68.88
1969,16-May-69,TX,0,0,42.8,68.88
1969,16-May-69,TX,0,0,10.5,16.898
1969,16-May-69,TX,3,0,0.6,0.966
1969,16-May-69,TX,0,0,23.7,38.141
1969,16-May-69,TX,2,0,0.1,0.161
1969,22-May-69,TX,2,0,0.1,0.161
1969,24-May-69,TX,0,0,0.1,0.161
1969,26-May-69,LA,0,0,0.5,0.805
1969,27-May-69,TX,3,3,1.5,2.414
1969,28-May-69,KS,0,0,0.1,0.161
1969,28-May-69,KS,0,0,0.2,0.322
1969,31-May-69,NE,0,0,0.1,0.161
1969,31-May-69,KS,1,0,2,3.219
1969,02-Jun-69,TX,0,0,0.1,0.161
1969,03-Jun-69,TX,2,0,14.9,23.979
1969,04-Jun-69,IA,0,0,0.1,0.161
1969,04-Jun-69,IA,1,0,1,1.609
1969,06-Jun-69,IA,2,0,0.1,0.161
1969,06-Jun-69,IA,1,0,0.1,0.161
1969,07-Jun-69,TX,0,0,4.1,6.598
1969,07-Jun-69,OK,2,0,0.1,0.161
1969,10-Jun-69,TX,2,0,0.1,0.161
1969,10-Jun-69,SD,0,0,0.1,0.161
1969,10-Jun-69,TX,0,0,0.1,0.161
1969,10-Jun-69,OK,0,0,0.1,0.161
1969,10-Jun-69,NE,2,0,2,3.219
1969,10-Jun-69,TX,0,0,0.1,0.161
1969,11-Jun-69,OK,0,0,0.1,0.161
1969,11-Jun-69,IA,2,0,1,1.609
1969,12-Jun-69,TX,2,0,0.5,0.805
1969,12-Jun-69,TX,0,0,0.1,0.161
1969,13-Jun-69,TX,1,0,0.1,0.161
1969,13-Jun-69,TX,0,0,0.1,0.161
1969,13-Jun-69,TX,1,0,0.5,0.805
1969,14-Jun-69,OK,2,0,12.8,20.6
1969,16-Jun-69,TX,0,0,0.1,0.161
1969,16-Jun-69,TX,0,0,0.1,0.161
1969,17-Jun-69,KS,2,6,6.2,9.978
1969,19-Jun-69,TX,2,0,0.1,0.161
1969,21-Jun-69,KS,3,60,2,3.219
1969,22-Jun-69,NE,2,1,4.1,6.598
1969,22-Jun-69,NE,1,0,0.1,0.161
1969,22-Jun-69,NE,1,0,0.1,0.161
1969,22-Jun-69,IA,0,0,0.1,0.161
1969,22-Jun-69,IA,1,0,0.1,0.161
1969,22-Jun-69,IA,0,0,1,1.609
1969,22-Jun-69,OK,2,0,0.1,0.161
1969,23-Jun-69,TX,1,0,0.2,0.322
1969,23-Jun-69,KS,4,6,8.7,14.001
1969,23-Jun-69,TX,0,0,1,1.609
1969,23-Jun-69,OK,0,0,0.1,0.161
1969,23-Jun-69,OK,1,0,0.1,0.161
1969,23-Jun-69,OK,0,0,0.1,0.161
1969,23-Jun-69,OK,2,0,13.1,21.082
1969,23-Jun-69,OK,1,0,1.5,2.414
1969,24-Jun-69,NE,2,0,9.9,15.933
1969,24-Jun-69,KS,3,0,47,75.639
1969,24-Jun-69,NE,2,0,15.7,25.267
1969,25-Jun-69,NE,1,0,13.1,21.082
1969,25-Jun-69,NE,2,0,20.5,32.992
1969,25-Jun-69,SD,2,2,6.6,10.622
1969,25-Jun-69,SD,1,1,0.1,0.161
1969,25-Jun-69,SD,1,0,0.1,0.161
1969,25-Jun-69,SD,3,6,1.5,2.414
1969,25-Jun-69,SD,0,0,0.1,0.161
1969,25-Jun-69,OK,2,0,0.8,1.287
1969,26-Jun-69,KS,1,0,0.5,0.805
1969,26-Jun-69,IA,1,0,2,3.219
1969,26-Jun-69,IA,1,0,1,1.609
1969,26-Jun-69,IA,2,0,26.9,43.291
1969,26-Jun-69,IA,1,0,0.1,0.161
1969,27-Jun-69,OK,1,0,0.1,0.161
1969,27-Jun-69,OK,0,0,0.1,0.161
1969,28-Jun-69,IA,2,0,4.3,6.92
1969,28-Jun-69,SD,1,4,2,3.219
1969,29-Jun-69,IA,2,0,0.1,0.161
1969,29-Jun-69,IA,1,0,0.1,0.161
1969,29-Jun-69,IA,2,0,1,1.609
1969,29-Jun-69,IA,1,0,8.2,13.197
1969,29-Jun-69,IA,2,0,0.1,0.161
1969,07-Jul-69,SD,4,0,1.8,2.897
1969,07-Jul-69,SD,2,0,0.1,0.161
1969,08-Jul-69,KS,0,0,0.1,0.161
1969,09-Jul-69,KS,1,0,1,1.609
1969,09-Jul-69,KS,0,0,0.1,0.161
1969,09-Jul-69,KS,2,4,7,11.265
1969,09-Jul-69,NE,0,0,0.1,0.161
1969,10-Jul-69,SD,1,0,27.5,44.257
1969,10-Jul-69,SD,0,0,0.1,0.161
1969,10-Jul-69,LA,1,0,0.5,0.805
1969,10-Jul-69,SD,0,0,0.1,0.161
1969,10-Jul-69,SD,1,0,2.3,3.701
1969,10-Jul-69,SD,0,0,0.1,0.161
1969,13-Jul-69,SD,0,0,0.1,0.161
1969,13-Jul-69,SD,0,0,0.1,0.161
1969,13-Jul-69,SD,0,0,0.1,0.161
1969,14-Jul-69,SD,2,0,0.1,0.161
1969,14-Jul-69,LA,1,1,0.5,0.805
1969,14-Jul-69,NE,1,0,0.1,0.161
1969,14-Jul-69,LA,1,0,0.5,0.805
1969,14-Jul-69,LA,0,0,0.5,0.805
1969,14-Jul-69,SD,0,0,13.1,21.082
1969,15-Jul-69,TX,0,0,0.1,0.161
1969,15-Jul-69,TX,1,0,2.3,3.701
1969,15-Jul-69,SD,0,0,0.1,0.161
1969,15-Jul-69,SD,1,0,0.1,0.161
1969,15-Jul-69,TX,2,0,0.5,0.805
1969,16-Jul-69,TX,1,0,0.5,0.805
1969,16-Jul-69,SD,1,0,1,1.609
1969,16-Jul-69,NE,0,0,7.1,11.426
1969,16-Jul-69,NE,0,0,0.1,0.161
1969,16-Jul-69,NE,1,0,0.1,0.161
1969,16-Jul-69,IA,1,0,1.9,3.058
1969,16-Jul-69,IA,1,0,0.1,0.161
1969,16-Jul-69,IA,1,0,0.1,0.161
1969,17-Jul-69,NE,0,0,0.1,0.161
1969,17-Jul-69,SD,2,0,0.1,0.161
1969,18-Jul-69,SD,0,0,0.1,0.161
1969,23-Jul-69,SD,2,0,0.2,0.322
1969,23-Jul-69,NE,0,0,0.1,0.161
1969,25-Jul-69,OK,2,0,0.8,1.287
1969,26-Jul-69,IA,3,0,22.5,36.21
1969,26-Jul-69,IA,2,0,11.1,17.864
1969,30-Jul-69,TX,1,0,0.5,0.805
1969,31-Jul-69,TX,1,0,0.1,0.161
1969,01-Aug-69,NE,0,0,0.1,0.161
1969,06-Aug-69,NE,0,0,0.1,0.161
1969,08-Aug-69,SD,2,1,34.3,55.2
1969,08-Aug-69,IA,1,0,0.1,0.161
1969,08-Aug-69,IA,1,0,3,4.828
1969,08-Aug-69,SD,0,0,0.1,0.161
1969,08-Aug-69,IA,2,0,2,3.219
1969,08-Aug-69,SD,1,3,0.1,0.161
1969,12-Aug-69,SD,2,1,6.1,9.817
1969,14-Aug-69,TX,1,0,0.1,0.161
1969,14-Aug-69,TX,2,0,0.1,0.161
1969,14-Aug-69,TX,2,0,0.2,0.322
1969,19-Aug-69,SD,0,0,0.1,0.161
1969,22-Aug-69,TX,2,0,0.3,0.483
1969,23-Aug-69,TX,0,0,0.1,0.161
1969,23-Aug-69,TX,0,0,0.1,0.161
1969,27-Aug-69,TX,0,0,0.1,0.161
1969,08-Sep-69,TX,3,0,0.8,1.287
1969,08-Sep-69,TX,1,0,0.1,0.161
1969,14-Sep-69,TX,1,0,0.1,0.161
1969,14-Sep-69,TX,1,0,0.1,0.161
1969,15-Sep-69,OK,0,0,0.1,0.161
1969,16-Sep-69,TX,1,0,0.1,0.161
1969,22-Sep-69,TX,0,0,6.6,10.622
1969,26-Sep-69,IA,1,0,1,1.609
1969,04-Oct-69,KS,0,0,0.1,0.161
1969,10-Oct-69,LA,1,0,1,1.609
1969,10-Oct-69,OK,2,0,0.8,1.287
1969,12-Oct-69,TX,3,2,45.9,73.869
1969,12-Oct-69,TX,0,0,0.5,0.805
1969,12-Oct-69,TX,0,0,0.5,0.805
1969,12-Oct-69,TX,0,0,0.5,0.805
1969,19-Oct-69,TX,2,0,1,1.609
1969,30-Oct-69,TX,1,0,0.8,1.287
1969,30-Oct-69,TX,1,1,1,1.609
1969,30-Oct-69,TX,1,0,1,1.609
1969,26-Nov-69,TX,1,0,0.1,0.161
1969,06-Dec-69,LA,2,0,0.5,0.805
1969,21-Dec-69,LA,1,5,16.4,26.393
1969,25-Dec-69,LA,3,9,1.5,2.414
1969,25-Dec-69,LA,3,1,13.5,21.726
1969,29-Dec-69,LA,3,2,29.1,46.832
1970,10-Jan-70,TX,2,0,1,1.609
1970,29-Jan-70,LA,1,0,2,3.219
1970,01-Feb-70,TX,0,0,1,1.609
1970,01-Feb-70,TX,1,0,1,1.609
1970,01-Feb-70,TX,2,2,0.1,0.161
1970,02-Mar-70,KS,0,0,25.8,41.521
1970,02-Mar-70,KS,2,0,25.5,41.038
1970,03-Mar-70,TX,1,0,0.8,1.287
1970,03-Mar-70,TX,2,0,1,1.609
1970,03-Mar-70,TX,3,0,0.5,0.805
1970,03-Mar-70,TX,2,0,0.2,0.322
1970,03-Mar-70,TX,1,0,0.3,0.483
1970,17-Mar-70,LA,1,0,0.5,0.805
1970,17-Mar-70,LA,3,2,1,1.609
1970,15-Apr-70,SD,1,0,1,1.609
1970,17-Apr-70,TX,4,24,30,48.28
1970,17-Apr-70,TX,4,56,96.6,155.463
1970,17-Apr-70,TX,4,14,130,209.215
1970,18-Apr-70,TX,4,58,65,104.607
1970,18-Apr-70,TX,2,0,2,3.219
1970,18-Apr-70,OK,2,0,5.2,8.369
1970,18-Apr-70,OK,0,0,0.5,0.805
1970,18-Apr-70,TX,2,0,0.5,0.805
1970,18-Apr-70,TX,1,2,1,1.609
1970,18-Apr-70,TX,2,0,0.1,0.161
1970,18-Apr-70,TX,0,0,0.8,1.287
1970,19-Apr-70,TX,2,0,1.2,1.931
1970,19-Apr-70,LA,3,2,6.8,10.944
1970,25-Apr-70,TX,2,12,1,1.609
1970,25-Apr-70,TX,1,0,6.1,9.817
1970,25-Apr-70,TX,2,1,0.1,0.161
1970,25-Apr-70,TX,2,0,14.9,23.979
1970,25-Apr-70,TX,1,0,0.1,0.161
1970,25-Apr-70,TX,2,0,0.5,0.805
1970,25-Apr-70,TX,1,0,0.5,0.805
1970,25-Apr-70,LA,1,0,24.4,39.268
1970,26-Apr-70,TX,2,0,0.1,0.161
1970,26-Apr-70,TX,2,0,14.2,22.853
1970,26-Apr-70,TX,1,1,1,1.609
1970,26-Apr-70,TX,2,2,1,1.609
1970,26-Apr-70,TX,1,0,1,1.609
1970,26-Apr-70,TX,0,0,0.5,0.805
1970,26-Apr-70,OK,0,0,0.1,0.161
1970,26-Apr-70,OK,3,0,1,1.609
1970,26-Apr-70,OK,0,0,3.6,5.794
1970,29-Apr-70,IA,2,0,2.3,3.701
1970,29-Apr-70,OK,2,2,170.5,274.393
1970,30-Apr-70,OK,2,6,46.7,75.156
1970,30-Apr-70,OK,1,2,0.2,0.322
1970,08-May-70,KS,1,0,0.1,0.161
1970,08-May-70,KS,2,0,9.5,15.289
1970,08-May-70,KS,1,0,1,1.609
1970,09-May-70,IA,2,0,2,3.219
1970,09-May-70,IA,2,0,1,1.609
1970,09-May-70,KS,2,0,0.5,0.805
1970,09-May-70,OK,1,0,2,3.219
1970,10-May-70,IA,0,0,0.1,0.161
1970,11-May-70,KS,0,0,0.1,0.161
1970,11-May-70,KS,1,0,1,1.609
1970,11-May-70,KS,1,0,0.1,0.161
1970,11-May-70,TX,1,0,1,1.609
1970,11-May-70,TX,5,526,8.4,13.518
1970,12-May-70,IA,1,0,0.3,0.483
1970,12-May-70,NE,2,1,0.1,0.161
1970,12-May-70,TX,2,0,6.8,10.944
1970,12-May-70,IA,2,0,5.9,9.495
1970,12-May-70,IA,1,0,0.1,0.161
1970,12-May-70,IA,1,0,0.1,0.161
1970,14-May-70,TX,0,0,0.5,0.805
1970,14-May-70,TX,1,0,4.9,7.886
1970,14-May-70,TX,1,0,4.9,7.886
1970,14-May-70,TX,0,0,4.3,6.92
1970,14-May-70,TX,1,1,7.1,11.426
1970,14-May-70,TX,2,0,0.5,0.805
1970,14-May-70,TX,1,0,5.1,8.208
1970,15-May-70,TX,1,0,28.9,46.51
1970,15-May-70,TX,1,0,0.4,0.644
1970,15-May-70,TX,0,0,0.3,0.483
1970,15-May-70,TX,2,0,0.5,0.805
1970,22-May-70,TX,0,0,0.1,0.161
1970,22-May-70,KS,0,0,0.1,0.161
1970,22-May-70,KS,0,0,1,1.609
1970,22-May-70,IA,1,0,0.1,0.161
1970,23-May-70,TX,2,20,4.5,7.242
1970,23-May-70,TX,2,20,4.5,7.242
1970,24-May-70,LA,2,0,5.2,8.369
1970,24-May-70,TX,2,1,25.5,41.038
1970,24-May-70,LA,1,0,1,1.609
1970,25-May-70,TX,0,0,1,1.609
1970,25-May-70,LA,0,0,0.2,0.322
1970,28-May-70,OK,0,0,0.1,0.161
1970,28-May-70,OK,0,0,0.1,0.161
1970,28-May-70,OK,0,0,0.1,0.161
