Year,Date,State,Magnitude,Total
1950,Jan-50,TX,2,2
1950,Feb-50,TX,2,0
1950,Feb-50,TX,3,13
1950,Feb-50,TX,2,5
1950,Feb-50,TX,2,6
1950,Feb-50,TX,2,9
1950,Feb-50,TX,1,0
1950,Feb-50,TX,2,0
1950,Feb-50,TX,1,32
1950,Feb-50,TX,3,18
1950,Feb-50,LA,4,95
1950,Feb-50,LA,2,15
1950,Feb-50,LA,3,30
1950,Feb-50,LA,1,0
1950,Feb-50,OK,2,0
1950,Mar-50,LA,1,2
1950,Mar-50,LA,2,0
1950,Mar-50,LA,0,0
1950,Mar-50,OK,2,0
1950,Mar-50,LA,1,2
1950,Mar-50,LA,1,0
1950,Apr-50,OK,2,0
1950,Apr-50,OK,1,0
1950,Apr-50,LA,1,0
1950,Apr-50,OK,3,2
1950,Apr-50,KS,1,0
1950,Apr-50,TX,4,10
1950,Apr-50,OK,4,37
1950,Apr-50,OK,2,0
1950,Apr-50,TX,1,0
1950,May-50,LA,1,0
1950,May-50,LA,1,0
1950,May-50,LA,2,7
1950,May-50,LA,1,2
1950,May-50,LA,0,0
1950,May-50,LA,1,1
1950,May-50,LA,2,6
1950,May-50,KS,1,0
1950,May-50,TX,2,14
1950,May-50,IA,1,0
1950,May-50,OK,2,0
1950,May-50,OK,1,0
1950,May-50,OK,2,0
1950,May-50,KS,4,1
1950,May-50,KS,3,12
1950,May-50,OK,1,0
1950,May-50,OK,2,3
1950,May-50,OK,1,0
1950,May-50,SD,1,0
1950,May-50,KS,2,0
1950,May-50,KS,2,1
1950,May-50,IA,2,0
1950,May-50,KS,2,2
1950,May-50,KS,1,1
1950,May-50,KS,1,0
1950,May-50,NE,2,1
1950,May-50,KS,1,0
1950,May-50,OK,1,0
1950,May-50,OK,1,0
1950,May-50,LA,1,0
1950,May-50,TX,1,0
1950,May-50,TX,2,0
1950,May-50,KS,2,0
1950,May-50,OK,1,1
1950,May-50,NE,1,0
1950,May-50,KS,3,2
1950,May-50,KS,0,0
1950,May-50,KS,0,0
1950,May-50,OK,1,0
1950,May-50,KS,0,0
1950,May-50,KS,2,1
1950,May-50,KS,1,0
1950,May-50,OK,2,2
1950,May-50,TX,1,0
1950,May-50,OK,1,0
1950,May-50,TX,1,0
1950,May-50,LA,1,13
1950,May-50,LA,1,0
1950,Jun-50,TX,3,6
1950,Jun-50,TX,1,2
1950,Jun-50,KS,4,6
1950,Jun-50,OK,1,0
1950,Jun-50,NE,2,101
1950,Jun-50,IA,3,5
1950,Jun-50,KS,1,0
1950,Jun-50,TX,0,0
1950,Jun-50,NE,0,0
1950,Jun-50,KS,0,0
1950,Jun-50,KS,0,0
1950,Jul-50,KS,2,0
1950,Jul-50,KS,1,1
1950,Jul-50,IA,2,0
1950,Jul-50,KS,2,0
1950,Jul-50,KS,1,0
1950,Jul-50,NE,4,33
1950,Jul-50,KS,1,0
1950,Aug-50,KS,1,0
1950,Aug-50,KS,2,0
1950,Aug-50,KS,2,0
1950,Aug-50,KS,1,0
1950,Sep-50,OK,2,6
1950,Sep-50,OK,0,0
1950,Sep-50,NE,1,0
1950,Oct-50,OK,1,0
1951,Jan-51,LA,3,11
1951,Feb-51,LA,1,0
1951,Feb-51,LA,1,0
1951,Feb-51,OK,2,5
1951,Feb-51,OK,0,0
1951,Mar-51,KS,3,0
1951,Mar-51,KS,0,0
1951,Mar-51,TX,1,0
1951,Apr-51,OK,2,0
1951,Apr-51,OK,2,2
1951,Apr-51,OK,2,2
1951,Apr-51,TX,2,0
1951,Apr-51,KS,0,0
1951,Apr-51,LA,0,2
1951,Apr-51,LA,0,1
1951,Apr-51,OK,0,0
1951,Apr-51,OK,1,0
1951,Apr-51,OK,1,0
1951,Apr-51,KS,0,0
1951,Apr-51,KS,1,0
1951,Apr-51,KS,0,0
1951,Apr-51,OK,1,0
1951,Apr-51,KS,1,0
1951,Apr-51,OK,1,2
1951,Apr-51,KS,3,0
1951,Apr-51,NE,1,0
1951,Apr-51,OK,1,0
1951,Apr-51,OK,3,0
1951,Apr-51,OK,2,0
1951,Apr-51,KS,0,0
1951,May-51,KS,1,0
1951,May-51,KS,1,0
1951,May-51,KS,1,0
1951,May-51,KS,1,0
1951,May-51,TX,2,0
1951,May-51,OK,1,0
1951,May-51,OK,2,1
1951,May-51,KS,0,0
1951,May-51,NE,0,0
1951,May-51,KS,1,0
1951,May-51,KS,2,0
1951,May-51,OK,2,0
1951,May-51,OK,2,0
1951,May-51,KS,2,0
1951,May-51,KS,3,4
1951,May-51,TX,1,0
1951,May-51,OK,0,0
1951,May-51,TX,4,102
1951,May-51,OK,1,0
1951,May-51,OK,1,0
1951,May-51,OK,1,0
1951,May-51,OK,1,0
1951,May-51,OK,2,0
1951,May-51,OK,0,0
1951,May-51,KS,3,0
1951,May-51,KS,2,0
1951,May-51,KS,3,0
1951,May-51,KS,2,0
1951,May-51,KS,1,0
1951,May-51,TX,1,1
1951,May-51,KS,1,0
1951,May-51,KS,3,1
1951,May-51,KS,2,0
1951,May-51,NE,2,7
1951,May-51,NE,1,0
1951,May-51,KS,1,0
1951,May-51,KS,1,0
1951,May-51,KS,0,0
1951,May-51,KS,1,0
1951,May-51,KS,0,0
1951,May-51,KS,0,0
1951,May-51,KS,0,0
1951,May-51,KS,0,0
1951,May-51,TX,1,0
1951,May-51,KS,2,0
1951,Jun-51,KS,1,0
1951,Jun-51,IA,3,7
1951,Jun-51,OK,2,0
1951,Jun-51,KS,2,3
1951,Jun-51,KS,1,0
1951,Jun-51,TX,1,0
1951,Jun-51,TX,0,0
1951,Jun-51,KS,3,3
1951,Jun-51,KS,0,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,1,0
1951,Jun-51,KS,1,0
1951,Jun-51,KS,1,0
1951,Jun-51,TX,3,12
1951,Jun-51,TX,0,0
1951,Jun-51,TX,2,0
1951,Jun-51,OK,0,0
1951,Jun-51,KS,1,0
1951,Jun-51,OK,2,0
1951,Jun-51,OK,2,0
1951,Jun-51,OK,1,1
1951,Jun-51,OK,2,1
1951,Jun-51,KS,1,0
1951,Jun-51,KS,2,0
1951,Jun-51,OK,3,0
1951,Jun-51,OK,1,0
1951,Jun-51,OK,1,0
1951,Jun-51,KS,0,0
1951,Jun-51,TX,1,6
1951,Jun-51,TX,2,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,0,0
1951,Jun-51,IA,1,0
1951,Jun-51,NE,1,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,2,0
1951,Jun-51,KS,1,0
1951,Jun-51,OK,1,0
1951,Jun-51,KS,1,0
1951,Jun-51,OK,1,0
1951,Jun-51,KS,2,0
1951,Jun-51,KS,0,0
1951,Jun-51,KS,2,6
1951,Jun-51,KS,1,1
1951,Jun-51,NE,2,1
1951,Jun-51,IA,2,8
1951,Jun-51,KS,4,105
1951,Jun-51,KS,1,0
1951,Jul-51,TX,2,0
1951,Jul-51,KS,0,0
1951,Jul-51,NE,0,0
1951,Jul-51,KS,2,0
1951,Jul-51,SD,2,1
1951,Jul-51,NE,0,0
1951,Jul-51,OK,2,0
1951,Jul-51,OK,0,0
1951,Jul-51,OK,0,0
1951,Jul-51,IA,1,2
1951,Jul-51,SD,2,4
1951,Jul-51,KS,2,0
1951,Jul-51,OK,1,0
1951,Aug-51,KS,0,0
1951,Aug-51,KS,1,0
1951,Aug-51,KS,0,0
1951,Aug-51,NE,1,0
1951,Aug-51,OK,1,2
1951,Aug-51,KS,1,0
1951,Aug-51,KS,1,0
1951,Aug-51,KS,1,0
1951,Aug-51,LA,1,0
1951,Aug-51,KS,0,0
1951,Aug-51,KS,0,0
1951,Aug-51,KS,2,0
1951,Aug-51,IA,1,0
1951,Aug-51,OK,1,0
1951,Aug-51,KS,1,0
1951,Aug-51,KS,1,0
1951,Sep-51,LA,1,0
1951,Sep-51,OK,2,0
1951,Sep-51,KS,0,0
1951,Sep-51,LA,2,0
1951,Oct-51,OK,1,0
1951,Nov-51,LA,1,0
1952,Feb-52,TX,2,0
1952,Feb-52,LA,0,0
1952,Feb-52,LA,2,5
1952,Mar-52,TX,0,0
1952,Mar-52,LA,3,0
1952,Mar-52,TX,1,0
1952,Mar-52,TX,0,0
1952,Apr-52,TX,2,1
1952,Apr-52,LA,1,0
1952,Apr-52,LA,3,10
1952,Apr-52,LA,2,37
1952,Apr-52,LA,2,3
1952,Apr-52,KS,1,0
1952,Apr-52,OK,0,0
1952,Apr-52,TX,1,0
1952,Apr-52,OK,1,0
1952,Apr-52,OK,0,0
1952,Apr-52,OK,0,0
1952,Apr-52,OK,0,0
1952,Apr-52,TX,4,0
1952,Apr-52,OK,0,0
1952,Apr-52,KS,0,0
1952,Apr-52,LA,0,0
1952,Apr-52,KS,0,0
1952,Apr-52,NE,1,0
1952,Apr-52,OK,2,0
1952,Apr-52,TX,3,6
1952,Apr-52,KS,0,0
1952,Apr-52,KS,0,0
1952,May-52,NE,1,0
1952,May-52,NE,1,0
1952,May-52,LA,0,0
1952,May-52,KS,0,0
1952,May-52,KS,2,0
1952,May-52,KS,4,3
1952,May-52,OK,1,0
1952,May-52,OK,1,0
1952,May-52,OK,1,0
1952,May-52,OK,2,1
1952,May-52,OK,2,0
1952,May-52,TX,0,1
1952,May-52,IA,2,0
1952,May-52,TX,1,1
1952,May-52,IA,1,0
1952,May-52,NE,0,0
1952,Jun-52,OK,1,0
1952,Jun-52,IA,2,1
1952,Jun-52,OK,1,0
1952,Jun-52,TX,1,0
1952,Jun-52,OK,1,0
1952,Jun-52,NE,1,0
1952,Jun-52,KS,2,0
1952,Jun-52,OK,1,0
1952,Jun-52,KS,2,0
1952,Jun-52,IA,4,4
1952,Jun-52,SD,0,0
1952,Jun-52,SD,0,0
1952,Jun-52,KS,2,0
1952,Jun-52,NE,2,0
1952,Jun-52,KS,2,0
1952,Jun-52,SD,1,0
1952,Jun-52,SD,0,0
1952,Jun-52,SD,1,0
1952,Jun-52,OK,2,1
1952,Jul-52,IA,1,0
1952,Jul-52,KS,1,0
1952,Jul-52,KS,0,0
1952,Jul-52,KS,2,0
1952,Jul-52,OK,1,0
1952,Jul-52,NE,1,0
1952,Jul-52,OK,1,0
1952,Jul-52,OK,1,0
1952,Jul-52,OK,1,0
1952,Aug-52,KS,3,0
1952,Aug-52,KS,1,0
1952,Aug-52,TX,1,0
1952,Aug-52,NE,3,1
1952,Aug-52,NE,4,20
1952,Aug-52,KS,2,0
1952,Aug-52,OK,2,0
1952,Nov-52,KS,1,0
1952,Nov-52,IA,0,0
1952,Dec-52,TX,2,4
1953,Feb-53,LA,3,23
1953,Feb-53,TX,1,0
1953,Feb-53,TX,1,0
1953,Feb-53,OK,1,0
1953,Feb-53,OK,1,0
1953,Feb-53,OK,1,0
1953,Feb-53,OK,1,0
1953,Mar-53,TX,2,2
1953,Mar-53,TX,4,42
1953,Mar-53,OK,2,1
1953,Mar-53,OK,3,9
1953,Mar-53,OK,2,2
1953,Mar-53,OK,2,0
1953,Mar-53,OK,3,13
1953,Mar-53,OK,2,0
1953,Mar-53,IA,1,2
1953,Mar-53,IA,1,0
1953,Mar-53,IA,3,0
1953,Mar-53,IA,2,0
1953,Mar-53,LA,2,24
1953,Mar-53,OK,1,0
1953,Mar-53,KS,0,0
1953,Apr-53,OK,0,0
1953,Apr-53,KS,1,0
1953,Apr-53,OK,2,0
1953,Apr-53,OK,2,0
1953,Apr-53,OK,2,5
1953,Apr-53,OK,2,1
1953,Apr-53,OK,1,0
1953,Apr-53,OK,2,15
1953,Apr-53,IA,1,0
1953,Apr-53,OK,0,0
1953,Apr-53,OK,1,0
1953,Apr-53,NE,0,0
1953,Apr-53,TX,3,3
1953,Apr-53,NE,1,0
1953,Apr-53,TX,3,6
1953,Apr-53,TX,4,17
1953,Apr-53,LA,2,0
1953,May-53,LA,1,0
1953,May-53,SD,1,0
1953,May-53,SD,1,0
1953,May-53,NE,1,0
1953,May-53,KS,3,0
1953,May-53,NE,3,87
1953,May-53,NE,2,0
1953,May-53,OK,1,0
1953,May-53,NE,1,0
1953,May-53,OK,1,0
1953,May-53,OK,1,0
1953,May-53,OK,1,0
1953,May-53,KS,1,0
1953,May-53,KS,2,0
1953,May-53,OK,2,0
1953,May-53,KS,3,0
1953,May-53,KS,1,0
1953,May-53,KS,1,0
1953,May-53,NE,1,0
1953,May-53,NE,0,0
1953,May-53,IA,4,0
1953,May-53,IA,4,3
1953,May-53,IA,2,0
1953,May-53,IA,4,2
1953,May-53,IA,3,0
1953,May-53,TX,4,172
1953,May-53,OK,1,0
1953,May-53,TX,5,711
1953,May-53,OK,1,0
1953,May-53,TX,2,0
1953,May-53,LA,2,3
1953,May-53,TX,3,9
1953,May-53,KS,1,0
1953,May-53,LA,0,0
1953,May-53,LA,2,0
1953,May-53,LA,2,2
1953,May-53,LA,3,17
1953,May-53,NE,0,0
1953,May-53,LA,2,1
1953,May-53,LA,1,0
1953,May-53,TX,0,0
1953,May-53,OK,1,0
1953,May-53,IA,3,1
1953,May-53,IA,3,7
1953,May-53,IA,1,0
1953,May-53,NE,1,0
1953,May-53,KS,1,0
1953,May-53,KS,2,0
1953,May-53,KS,1,0
1953,May-53,SD,0,0
1953,May-53,KS,1,0
1953,May-53,KS,2,0
1953,May-53,SD,2,2
1953,May-53,SD,1,0
1953,May-53,SD,2,0
1953,May-53,NE,1,0
1953,May-53,TX,1,0
1953,Jun-53,NE,2,0
1953,Jun-53,NE,2,0
1953,Jun-53,SD,2,0
1953,Jun-53,TX,0,0
1953,Jun-53,OK,1,0
1953,Jun-53,OK,0,0
1953,Jun-53,OK,0,0
1953,Jun-53,KS,0,0
1953,Jun-53,NE,3,0
1953,Jun-53,OK,1,0
1953,Jun-53,OK,3,0
1953,Jun-53,OK,2,0
1953,Jun-53,OK,0,0
1953,Jun-53,KS,1,0
1953,Jun-53,KS,2,0
1953,Jun-53,KS,0,0
1953,Jun-53,NE,2,0
1953,Jun-53,NE,2,0
1953,Jun-53,NE,0,0
1953,Jun-53,NE,1,2
1953,Jun-53,NE,4,11
1953,Jun-53,NE,2,1
1953,Jun-53,NE,2,2
1953,Jun-53,NE,3,1
1953,Jun-53,NE,0,0
1953,Jun-53,NE,1,0
1953,Jun-53,NE,2,0
1953,Jun-53,NE,2,6
1953,Jun-53,NE,1,0
1953,Jun-53,NE,0,1
1953,Jun-53,SD,0,0
1953,Jun-53,IA,2,0
1953,Jun-53,NE,2,1
1953,Jun-53,NE,0,5
1953,Jun-53,IA,2,0
1953,Jun-53,IA,2,0
1953,Jun-53,IA,3,0
1953,Jun-53,IA,2,0
1953,Jun-53,IA,1,0
1953,Jun-53,KS,0,0
1953,Jun-53,NE,0,0
1953,Jun-53,NE,0,0
1953,Jun-53,NE,1,0
1953,Jun-53,SD,2,0
1953,Jun-53,SD,2,0
1953,Jun-53,SD,1,0
1953,Jun-53,OK,1,0
1953,Jun-53,KS,2,0
1953,Jun-53,KS,2,0
1953,Jun-53,NE,1,0
1953,Jun-53,KS,1,0
1953,Jun-53,OK,1,1
1953,Jun-53,TX,1,1
1953,Jun-53,OK,1,0
1953,Jun-53,NE,2,1
1953,Jun-53,KS,2,3
1953,Jun-53,KS,0,0
1953,Jun-53,OK,1,0
1953,Jun-53,KS,1,0
1953,Jun-53,KS,0,0
1953,Jun-53,OK,1,0
1953,Jun-53,IA,5,3
1953,Jun-53,IA,1,0
1953,Jun-53,IA,1,2
1953,Jun-53,IA,2,1
1953,Jul-53,NE,1,0
1953,Jul-53,KS,0,0
1953,Jul-53,OK,1,0
1953,Jul-53,OK,1,0
1953,Jul-53,NE,1,1
1953,Jul-53,OK,0,0
1953,Jul-53,OK,1,0
1953,Jul-53,TX,1,0
1953,Jul-53,KS,0,0
1953,Jul-53,TX,2,0
1953,Jul-53,LA,2,2
1953,Jul-53,NE,1,0
1953,Jul-53,NE,1,0
1953,Jul-53,NE,1,0
1953,Jul-53,NE,1,0
1953,Jul-53,TX,0,0
1953,Jul-53,NE,1,0
1953,Aug-53,KS,1,0
1953,Aug-53,NE,2,0
1953,Aug-53,KS,1,0
1953,Aug-53,OK,0,0
1953,Aug-53,SD,1,0
1953,Aug-53,NE,0,0
1953,Aug-53,OK,1,0
1953,Aug-53,TX,0,0
1953,Aug-53,TX,2,0
1953,Aug-53,TX,1,0
1953,Aug-53,TX,0,0
1953,Aug-53,TX,0,0
1953,Oct-53,TX,1,0
1953,Oct-53,TX,2,0
1953,Oct-53,LA,1,0
1953,Nov-53,OK,1,0
1953,Nov-53,OK,0,0
1953,Nov-53,OK,0,0
1953,Nov-53,OK,1,0
1953,Nov-53,OK,1,0
1953,Nov-53,TX,2,0
1953,Nov-53,LA,1,0
1953,Nov-53,LA,2,2
1953,Dec-53,TX,3,10
1953,Dec-53,TX,3,4
1953,Dec-53,TX,2,0
1953,Dec-53,TX,2,7
1953,Dec-53,TX,1,0
1953,Dec-53,TX,2,0
1953,Dec-53,OK,1,2
1953,Dec-53,OK,1,1
1953,Dec-53,LA,4,59
1953,Dec-53,LA,2,3
1953,Dec-53,LA,2,16
1953,Dec-53,LA,2,11
1954,Feb-54,TX,2,2
1954,Feb-54,TX,1,0
1954,Feb-54,TX,2,7
1954,Feb-54,LA,2,5
1954,Mar-54,KS,2,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,0,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,2,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,2,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,KS,2,0
1954,Mar-54,KS,1,0
1954,Mar-54,OK,1,0
1954,Mar-54,OK,2,0
1954,Mar-54,OK,2,0
1954,Mar-54,KS,2,0
1954,Mar-54,KS,2,0
1954,Mar-54,OK,1,0
1954,Mar-54,OK,2,0
1954,Mar-54,TX,1,4
1954,Mar-54,KS,1,0
1954,Mar-54,KS,1,0
1954,Mar-54,OK,1,0
1954,Mar-54,OK,2,0
1954,Apr-54,IA,2,1
1954,Apr-54,IA,4,2
1954,Apr-54,IA,3,0
1954,Apr-54,IA,2,0
1954,Apr-54,IA,1,0
1954,Apr-54,KS,2,0
1954,Apr-54,KS,1,0
1954,Apr-54,LA,0,0
1954,Apr-54,LA,0,0
1954,Apr-54,KS,2,0
1954,Apr-54,TX,0,0
1954,Apr-54,TX,1,0
1954,Apr-54,TX,2,0
1954,Apr-54,TX,1,0
1954,Apr-54,TX,1,0
1954,Apr-54,TX,1,0
1954,Apr-54,NE,3,0
1954,Apr-54,TX,2,0
1954,Apr-54,TX,0,0
1954,Apr-54,TX,0,0
1954,Apr-54,TX,0,0
1954,Apr-54,KS,2,0
1954,Apr-54,KS,2,0
1954,Apr-54,OK,1,0
1954,Apr-54,KS,2,0
1954,Apr-54,IA,2,0
1954,Apr-54,OK,0,0
1954,Apr-54,IA,1,0
1954,Apr-54,OK,1,0
1954,Apr-54,TX,1,0
1954,Apr-54,OK,0,0
1954,Apr-54,TX,2,0
1954,Apr-54,LA,1,0
1954,Apr-54,TX,1,1
1954,Apr-54,TX,1,1
1954,Apr-54,OK,2,0
1954,Apr-54,OK,1,0
1954,Apr-54,TX,1,0
1954,Apr-54,OK,1,0
1954,Apr-54,OK,2,2
1954,Apr-54,KS,0,0
1954,Apr-54,OK,2,0
1954,Apr-54,OK,1,0
1954,Apr-54,KS,0,0
1954,Apr-54,TX,1,0
1954,Apr-54,OK,1,0
1954,Apr-54,TX,1,0
1954,Apr-54,TX,3,6
1954,Apr-54,TX,2,2
1954,Apr-54,TX,2,0
1954,Apr-54,TX,2,25
1954,Apr-54,OK,3,12
1954,Apr-54,TX,3,1
1954,Apr-54,TX,3,0
1954,Apr-54,OK,1,0
1954,Apr-54,LA,2,7
1954,Apr-54,LA,1,0
1954,Apr-54,IA,2,1
1954,Apr-54,LA,2,1
1954,Apr-54,IA,2,0
1954,Apr-54,IA,4,0
1954,Apr-54,IA,2,0
1954,Apr-54,IA,2,0
1954,May-54,TX,4,2
1954,May-54,OK,4,0
1954,May-54,OK,2,0
1954,May-54,OK,3,6
1954,May-54,OK,2,0
1954,May-54,OK,2,7
1954,May-54,OK,3,0
1954,May-54,OK,3,0
1954,May-54,OK,1,0
1954,May-54,OK,4,65
1954,May-54,OK,2,6
1954,May-54,KS,2,0
1954,May-54,OK,2,0
1954,May-54,KS,2,0
1954,May-54,KS,2,0
1954,May-54,TX,1,4
1954,May-54,OK,2,0
1954,May-54,OK,2,6
1954,May-54,TX,1,0
1954,May-54,TX,2,0
1954,May-54,TX,1,0
1954,May-54,TX,2,0
1954,May-54,OK,1,0
1954,May-54,TX,3,4
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,TX,1,0
1954,May-54,NE,0,0
1954,May-54,IA,2,0
1954,May-54,IA,2,0
1954,May-54,OK,1,0
1954,May-54,OK,2,0
1954,May-54,OK,2,0
1954,May-54,OK,0,0
1954,May-54,TX,0,0
1954,May-54,TX,0,0
1954,May-54,KS,2,0
1954,May-54,TX,0,0
1954,May-54,SD,2,1
1954,May-54,SD,2,1
1954,May-54,SD,2,0
1954,May-54,SD,1,0
1954,May-54,IA,2,0
1954,May-54,OK,1,0
1954,May-54,TX,1,9
1954,May-54,TX,2,2
1954,May-54,NE,4,29
1954,May-54,KS,0,0
1954,May-54,KS,2,0
1954,May-54,KS,2,0
1954,May-54,KS,2,0
1954,Jun-54,TX,2,0
1954,Jun-54,TX,3,15
1954,Jun-54,TX,2,0
1954,Jun-54,TX,3,5
1954,Jun-54,TX,3,3
1954,Jun-54,TX,2,9
1954,Jun-54,TX,1,0
1954,Jun-54,TX,1,0
1954,Jun-54,NE,2,0
1954,Jun-54,NE,1,1
1954,Jun-54,KS,1,0
1954,Jun-54,OK,1,0
1954,Jun-54,IA,4,1
1954,Jun-54,KS,1,0
1954,Jun-54,KS,2,0
1954,Jun-54,KS,2,0
1954,Jun-54,SD,2,0
1954,Jun-54,NE,0,0
1954,Jun-54,SD,1,0
1954,Jun-54,SD,1,0
1954,Jun-54,KS,1,0
1954,Jun-54,KS,0,0
1954,Jun-54,TX,0,3
1954,Jun-54,OK,1,0
1954,Jun-54,KS,0,0
1954,Jun-54,NE,1,0
1954,Jun-54,TX,0,0
1954,Jun-54,TX,2,1
1954,Jun-54,KS,0,0
1954,Jun-54,TX,0,0
1954,Jun-54,KS,0,0
1954,Jun-54,OK,0,0
1954,Jun-54,KS,0,0
1954,Jun-54,KS,0,0
1954,Jun-54,KS,0,0
1954,Jun-54,NE,1,0
1954,Jun-54,NE,3,1
1954,Jun-54,SD,3,0
1954,Jun-54,SD,3,0
1954,Jun-54,SD,1,0
1954,Jun-54,SD,3,0
1954,Jun-54,SD,2,0
1954,Jun-54,SD,3,0
1954,Jun-54,IA,2,0
1954,Jun-54,NE,1,7
1954,Jun-54,NE,1,0
1954,Jun-54,KS,1,0
1954,Jun-54,TX,0,0
1954,Jun-54,OK,1,0
1954,Jun-54,TX,1,0
1954,Jun-54,KS,0,0
1954,Jul-54,KS,0,0
1954,Jul-54,KS,1,0
1954,Jul-54,TX,2,0
1954,Jul-54,TX,0,0
1954,Jul-54,OK,0,0
1954,Jul-54,TX,2,0
1954,Jul-54,OK,1,0
1954,Jul-54,SD,1,0
1954,Jul-54,TX,3,0
1954,Jul-54,NE,1,0
1954,Jul-54,KS,1,0
1954,Jul-54,KS,2,0
1954,Jul-54,OK,2,0
1954,Jul-54,OK,2,1
1954,Jul-54,TX,1,0
1954,Jul-54,NE,1,1
1954,Jul-54,SD,2,0
1954,Jul-54,NE,2,0
1954,Aug-54,SD,2,2
1954,Aug-54,KS,2,0
1954,Aug-54,KS,1,0
1954,Aug-54,KS,2,0
1954,Aug-54,KS,1,0
1954,Aug-54,KS,1,2
1954,Aug-54,KS,0,0
1954,Aug-54,KS,2,0
1954,Aug-54,NE,1,0
1954,Aug-54,LA,2,0
1954,Aug-54,IA,1,0
1954,Aug-54,KS,0,0
1954,Aug-54,KS,1,0
1954,Aug-54,LA,1,0
1954,Aug-54,NE,0,0
1954,Aug-54,KS,0,0
1954,Aug-54,LA,0,0
1954,Aug-54,LA,1,0
1954,Aug-54,OK,1,0
1954,Aug-54,OK,1,0
1954,Aug-54,TX,1,0
1954,Sep-54,OK,2,0
1954,Sep-54,KS,2,0
1954,Sep-54,OK,2,1
1954,Sep-54,TX,1,0
1954,Sep-54,TX,0,0
1954,Sep-54,TX,0,0
1954,Sep-54,OK,2,0
1954,Sep-54,TX,1,0
1954,Oct-54,TX,1,0
1954,Oct-54,KS,2,0
1954,Oct-54,KS,3,0
1954,Oct-54,TX,1,0
1954,Oct-54,TX,2,0
1954,Oct-54,TX,1,1
1954,Oct-54,TX,3,25
1954,Oct-54,OK,0,0
1954,Oct-54,KS,1,0
1955,Jan-55,OK,0,0
1955,Feb-55,OK,2,0
1955,Mar-55,TX,1,1
1955,Mar-55,TX,2,0
1955,Mar-55,TX,1,1
1955,Mar-55,TX,1,0
1955,Mar-55,TX,1,0
1955,Mar-55,TX,2,0
1955,Mar-55,TX,2,0
1955,Apr-55,IA,1,0
1955,Apr-55,LA,1,0
1955,Apr-55,IA,2,0
1955,Apr-55,TX,2,6
1955,Apr-55,TX,2,0
1955,Apr-55,TX,3,28
1955,Apr-55,TX,3,0
1955,Apr-55,TX,1,2
1955,Apr-55,TX,3,0
1955,Apr-55,TX,2,1
1955,Apr-55,TX,2,0
1955,Apr-55,TX,2,0
1955,Apr-55,OK,0,0
1955,Apr-55,OK,0,0
1955,Apr-55,OK,0,0
1955,Apr-55,OK,2,0
1955,Apr-55,TX,3,7
1955,Apr-55,TX,1,0
1955,Apr-55,TX,2,0
1955,Apr-55,KS,1,0
1955,Apr-55,TX,0,0
1955,Apr-55,TX,3,0
1955,Apr-55,SD,2,0
1955,Apr-55,SD,0,2
1955,Apr-55,SD,1,0
1955,Apr-55,SD,2,0
1955,Apr-55,SD,2,0
1955,Apr-55,SD,0,0
1955,Apr-55,SD,2,0
1955,Apr-55,IA,2,0
1955,Apr-55,SD,2,0
1955,Apr-55,SD,2,0
1955,Apr-55,IA,1,0
1955,Apr-55,OK,1,2
1955,Apr-55,OK,2,0
1955,Apr-55,TX,0,0
1955,Apr-55,OK,1,0
1955,Apr-55,OK,1,0
1955,Apr-55,IA,2,0
1955,Apr-55,IA,3,0
1955,Apr-55,OK,1,0
1955,Apr-55,OK,1,0
1955,Apr-55,OK,2,0
1955,Apr-55,OK,0,0
1955,Apr-55,OK,2,0
1955,Apr-55,KS,2,0
1955,Apr-55,KS,2,0
1955,Apr-55,KS,0,0
1955,Apr-55,KS,1,0
1955,Apr-55,KS,0,0
1955,Apr-55,KS,1,0
1955,Apr-55,OK,1,1
1955,Apr-55,OK,0,0
1955,Apr-55,NE,1,0
1955,May-55,NE,1,0
1955,May-55,NE,2,0
1955,May-55,TX,2,1
1955,May-55,IA,2,0
1955,May-55,KS,1,0
1955,May-55,TX,2,2
1955,May-55,TX,0,0
1955,May-55,TX,2,0
1955,May-55,TX,1,0
1955,May-55,OK,1,0
1955,May-55,TX,0,0
1955,May-55,TX,0,0
1955,May-55,TX,0,0
1955,May-55,TX,1,0
1955,May-55,TX,0,0
1955,May-55,TX,0,0
1955,May-55,OK,0,0
1955,May-55,TX,1,0
1955,May-55,TX,0,0
1955,May-55,KS,0,0
1955,May-55,OK,0,0
1955,May-55,OK,0,0
