Year,Date,State,Magnitude,Total
1985,Aug-85,KS,3,0
1985,Aug-85,KS,0,0
1985,Aug-85,KS,0,0
1985,Aug-85,SD,0,0
1985,Aug-85,SD,0,0
1985,Aug-85,SD,1,0
1985,Aug-85,SD,0,0
1985,Aug-85,KS,0,0
1985,Aug-85,IA,0,0
1985,Aug-85,LA,1,0
1985,Sep-85,NE,1,0
1985,Sep-85,SD,1,0
1985,Sep-85,SD,0,0
1985,Sep-85,NE,1,0
1985,Sep-85,NE,1,0
1985,Sep-85,NE,1,0
1985,Sep-85,NE,1,0
1985,Sep-85,NE,0,0
1985,Sep-85,NE,0,0
1985,Sep-85,TX,0,0
1985,Sep-85,OK,0,0
1985,Sep-85,OK,0,0
1985,Sep-85,OK,2,0
1985,Sep-85,IA,2,0
1985,Oct-85,TX,0,0
1985,Oct-85,TX,2,0
1985,Oct-85,TX,2,2
1985,Nov-85,TX,0,0
1985,Nov-85,OK,1,5
1985,Nov-85,OK,1,4
1985,Nov-85,OK,1,0
1985,Nov-85,LA,0,0
1985,Nov-85,OK,2,0
1985,Dec-85,TX,1,1
1985,Dec-85,TX,2,2
1985,Dec-85,LA,0,0
1986,Feb-86,TX,2,2
1986,Feb-86,TX,1,0
1986,Feb-86,TX,1,0
1986,Feb-86,TX,2,5
1986,Feb-86,TX,1,0
1986,Feb-86,TX,1,0
1986,Feb-86,TX,2,0
1986,Feb-86,TX,3,2
1986,Feb-86,TX,1,0
1986,Feb-86,TX,0,0
1986,Feb-86,TX,1,0
1986,Feb-86,TX,0,0
1986,Mar-86,TX,0,0
1986,Mar-86,TX,0,0
1986,Mar-86,OK,1,0
1986,Mar-86,TX,2,0
1986,Mar-86,TX,1,0
1986,Mar-86,OK,1,0
1986,Mar-86,LA,2,2
1986,Mar-86,IA,1,0
1986,Mar-86,LA,0,1
1986,Apr-86,NE,1,0
1986,Apr-86,NE,0,0
1986,Apr-86,NE,1,1
1986,Apr-86,NE,1,0
1986,Apr-86,NE,2,0
1986,Apr-86,NE,0,0
1986,Apr-86,NE,0,0
1986,Apr-86,TX,1,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,LA,1,0
1986,Apr-86,TX,1,2
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,KS,1,0
1986,Apr-86,OK,2,0
1986,Apr-86,KS,2,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,1,0
1986,Apr-86,KS,0,0
1986,Apr-86,KS,1,0
1986,Apr-86,LA,1,0
1986,Apr-86,LA,2,3
1986,Apr-86,LA,1,0
1986,Apr-86,NE,2,0
1986,Apr-86,NE,1,0
1986,Apr-86,NE,0,0
1986,Apr-86,NE,1,0
1986,Apr-86,NE,0,0
1986,Apr-86,KS,0,0
1986,Apr-86,NE,1,0
1986,Apr-86,OK,2,2
1986,Apr-86,NE,0,0
1986,Apr-86,NE,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,1,0
1986,Apr-86,TX,3,101
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,1,0
1986,Apr-86,TX,0,0
1986,Apr-86,TX,1,0
1986,Apr-86,TX,1,2
1986,Apr-86,TX,1,2
1986,Apr-86,LA,1,0
1986,Apr-86,TX,0,0
1986,Apr-86,SD,0,0
1986,Apr-86,SD,2,0
1986,Apr-86,SD,2,0
1986,Apr-86,IA,2,3
1986,Apr-86,IA,2,0
1986,Apr-86,NE,2,0
1986,Apr-86,OK,1,0
1986,Apr-86,OK,0,0
1986,Apr-86,NE,0,0
1986,Apr-86,IA,0,0
1986,Apr-86,KS,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,KS,1,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,2,0
1986,May-86,TX,3,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,IA,0,0
1986,May-86,SD,0,0
1986,May-86,IA,0,0
1986,May-86,IA,1,0
1986,May-86,IA,0,0
1986,May-86,OK,0,0
1986,May-86,SD,0,0
1986,May-86,OK,3,15
1986,May-86,OK,1,0
1986,May-86,OK,1,0
1986,May-86,KS,1,0
1986,May-86,KS,1,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,IA,0,0
1986,May-86,NE,1,0
1986,May-86,NE,0,0
1986,May-86,KS,0,0
1986,May-86,NE,0,0
1986,May-86,NE,0,0
1986,May-86,NE,0,0
1986,May-86,NE,0,0
1986,May-86,IA,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,OK,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,KS,0,0
1986,May-86,OK,1,0
1986,May-86,TX,0,0
1986,May-86,OK,1,0
1986,May-86,KS,0,0
1986,May-86,OK,1,0
1986,May-86,OK,1,0
1986,May-86,OK,2,0
1986,May-86,TX,0,0
1986,May-86,OK,1,0
1986,May-86,OK,1,0
1986,May-86,TX,3,4
1986,May-86,TX,0,0
1986,May-86,KS,1,0
1986,May-86,KS,1,0
1986,May-86,KS,1,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,OK,1,0
1986,May-86,OK,0,0
1986,May-86,OK,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,OK,1,0
1986,May-86,TX,0,0
1986,May-86,TX,1,0
1986,May-86,TX,0,0
1986,May-86,OK,0,0
1986,May-86,OK,1,0
1986,May-86,TX,0,0
1986,May-86,OK,0,0
1986,May-86,OK,0,0
1986,May-86,OK,1,0
1986,May-86,OK,1,0
1986,May-86,OK,0,0
1986,May-86,OK,1,0
1986,May-86,OK,1,0
1986,May-86,TX,1,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,LA,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,May-86,KS,1,0
1986,May-86,KS,1,0
1986,May-86,TX,0,0
1986,May-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,OK,0,0
1986,Jun-86,NE,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,KS,0,0
1986,Jun-86,IA,0,0
1986,Jun-86,NE,1,0
1986,Jun-86,IA,0,0
1986,Jun-86,IA,0,0
1986,Jun-86,IA,1,0
1986,Jun-86,IA,1,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,TX,0,0
1986,Jun-86,NE,1,0
1986,Jun-86,NE,0,0
1986,Jun-86,NE,1,0
1986,Jun-86,SD,1,0
1986,Jun-86,NE,1,0
1986,Jun-86,LA,1,0
1986,Jun-86,LA,1,0
1986,Jun-86,LA,2,5
1986,Jun-86,LA,1,2
1986,Jun-86,LA,1,0
1986,Jun-86,NE,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,SD,0,0
1986,Jun-86,NE,1,0
1986,Jun-86,NE,1,0
1986,Jun-86,IA,2,0
1986,Jun-86,NE,1,0
1986,Jun-86,IA,2,0
1986,Jun-86,IA,2,0
1986,Jun-86,TX,0,0
1986,Jul-86,NE,0,0
1986,Jul-86,NE,0,0
1986,Jul-86,KS,0,0
1986,Jul-86,IA,0,0
1986,Jul-86,IA,0,0
1986,Jul-86,NE,1,0
1986,Jul-86,TX,0,0
1986,Jul-86,TX,0,0
1986,Jul-86,NE,1,0
1986,Jul-86,TX,0,0
1986,Jul-86,IA,2,0
1986,Jul-86,IA,1,0
1986,Jul-86,SD,0,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,0,0
1986,Jul-86,NE,1,0
1986,Jul-86,NE,1,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,2,0
1986,Jul-86,SD,1,0
1986,Jul-86,NE,4,1
1986,Jul-86,SD,0,0
1986,Jul-86,SD,0,0
1986,Jul-86,IA,1,0
1986,Jul-86,IA,1,0
1986,Jul-86,IA,4,1
1986,Jul-86,NE,0,0
1986,Jul-86,IA,2,0
1986,Jul-86,IA,0,0
1986,Jul-86,NE,1,0
1986,Jul-86,NE,1,0
1986,Jul-86,SD,1,0
1986,Jul-86,NE,0,0
1986,Jul-86,NE,0,0
1986,Aug-86,KS,1,3
1986,Aug-86,OK,0,0
1986,Aug-86,TX,1,0
1986,Aug-86,TX,0,0
1986,Aug-86,IA,0,0
1986,Aug-86,SD,1,0
1986,Aug-86,NE,2,0
1986,Aug-86,NE,1,0
1986,Aug-86,IA,1,3
1986,Aug-86,SD,0,0
1986,Aug-86,SD,0,0
1986,Aug-86,SD,0,0
1986,Aug-86,TX,1,1
1986,Aug-86,KS,0,0
1986,Aug-86,IA,1,0
1986,Aug-86,OK,0,0
1986,Aug-86,TX,0,0
1986,Aug-86,TX,1,0
1986,Aug-86,KS,0,0
1986,Aug-86,LA,0,0
1986,Aug-86,NE,0,0
1986,Sep-86,TX,0,0
1986,Sep-86,NE,1,0
1986,Sep-86,NE,1,0
1986,Sep-86,KS,0,0
1986,Sep-86,NE,0,0
1986,Sep-86,KS,3,0
1986,Sep-86,NE,3,7
1986,Sep-86,NE,2,0
1986,Sep-86,NE,2,0
1986,Sep-86,KS,0,0
1986,Sep-86,KS,0,0
1986,Sep-86,TX,0,0
1986,Sep-86,IA,1,0
1986,Sep-86,TX,0,0
1986,Sep-86,SD,1,0
1986,Sep-86,SD,0,0
1986,Sep-86,SD,0,0
1986,Sep-86,SD,1,0
1986,Sep-86,SD,1,0
1986,Sep-86,OK,0,0
1986,Sep-86,OK,2,0
1986,Sep-86,IA,4,0
1986,Sep-86,IA,1,0
1986,Sep-86,IA,0,0
1986,Sep-86,IA,2,2
1986,Sep-86,OK,1,0
1986,Sep-86,OK,2,1
1986,Sep-86,OK,0,0
1986,Sep-86,OK,2,0
1986,Sep-86,OK,2,0
1986,Sep-86,TX,1,0
1986,Oct-86,TX,0,0
1986,Oct-86,TX,0,0
1986,Oct-86,TX,0,0
1986,Oct-86,OK,1,0
1986,Oct-86,OK,0,0
1986,Oct-86,OK,0,0
1986,Oct-86,OK,1,0
1986,Oct-86,OK,0,0
1986,Oct-86,OK,0,0
1986,Oct-86,TX,1,0
1986,Oct-86,TX,1,0
1986,Oct-86,TX,0,0
1986,Oct-86,TX,0,0
1986,Nov-86,TX,1,2
1986,Nov-86,LA,0,0
1986,Nov-86,TX,0,0
1986,Nov-86,LA,2,0
1986,Nov-86,TX,0,0
1987,Jan-87,TX,0,0
1987,Feb-87,OK,2,1
1987,Feb-87,OK,1,0
1987,Feb-87,OK,1,0
1987,Feb-87,LA,2,4
1987,Feb-87,LA,1,0
1987,Feb-87,LA,2,3
1987,Feb-87,LA,1,0
1987,Feb-87,TX,1,0
1987,Feb-87,LA,1,0
1987,Feb-87,LA,2,2
1987,Mar-87,NE,1,0
1987,Mar-87,NE,1,0
1987,Mar-87,TX,0,0
1987,Mar-87,TX,1,0
1987,Mar-87,TX,0,0
1987,Mar-87,TX,1,4
1987,Mar-87,TX,0,0
1987,Mar-87,TX,0,0
1987,Mar-87,LA,1,0
1987,Mar-87,NE,1,0
1987,Mar-87,TX,3,0
1987,Mar-87,KS,1,0
1987,Mar-87,OK,2,0
1987,Mar-87,OK,2,0
1987,Mar-87,OK,0,0
1987,Mar-87,OK,1,0
1987,Mar-87,OK,2,6
1987,Mar-87,OK,1,0
1987,Mar-87,OK,0,0
1987,Mar-87,OK,1,0
1987,Mar-87,OK,1,0
1987,Apr-87,IA,1,0
1987,Apr-87,IA,0,0
1987,Apr-87,IA,1,0
1987,May-87,IA,0,0
1987,May-87,OK,0,0
1987,May-87,KS,2,0
1987,May-87,KS,0,0
1987,May-87,TX,1,0
1987,May-87,TX,1,0
1987,May-87,NE,0,0
1987,May-87,SD,0,0
1987,May-87,IA,0,0
1987,May-87,KS,2,0
1987,May-87,KS,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,OK,1,0
1987,May-87,NE,1,0
1987,May-87,IA,0,0
1987,May-87,NE,0,0
1987,May-87,TX,0,0
1987,May-87,NE,0,0
1987,May-87,NE,0,0
1987,May-87,IA,1,0
1987,May-87,IA,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,4,151
1987,May-87,OK,0,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,2,0
1987,May-87,LA,0,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,TX,3,0
1987,May-87,TX,0,0
1987,May-87,TX,2,0
1987,May-87,TX,0,0
1987,May-87,TX,2,0
1987,May-87,TX,0,0
1987,May-87,TX,3,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,2,0
1987,May-87,TX,0,0
1987,May-87,IA,1,0
1987,May-87,IA,1,0
1987,May-87,IA,1,0
1987,May-87,IA,0,0
1987,May-87,TX,0,0
1987,May-87,IA,1,0
1987,May-87,TX,0,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,SD,0,0
1987,May-87,SD,0,0
1987,May-87,OK,0,0
1987,May-87,KS,1,0
1987,May-87,KS,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,4
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,2,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,NE,0,0
1987,May-87,SD,0,0
1987,May-87,TX,0,0
1987,May-87,TX,1,0
1987,May-87,TX,1,0
1987,May-87,TX,2,3
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,TX,0,0
1987,May-87,IA,0,0
1987,May-87,TX,1,0
1987,May-87,TX,1,0
1987,May-87,TX,0,0
1987,May-87,IA,1,0
1987,May-87,IA,0,0
1987,May-87,OK,0,0
1987,Jun-87,KS,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,2,0
1987,Jun-87,TX,2,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,1,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,IA,0,0
1987,Jun-87,NE,1,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,1,5
1987,Jun-87,TX,0,0
1987,Jun-87,NE,1,2
1987,Jun-87,IA,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,KS,1,0
1987,Jun-87,TX,0,0
1987,Jun-87,SD,0,0
1987,Jun-87,KS,0,0
1987,Jun-87,KS,0,0
1987,Jun-87,KS,1,0
1987,Jun-87,NE,1,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,TX,0,0
1987,Jun-87,NE,0,0
1987,Jun-87,NE,1,0
1987,Jun-87,IA,0,0
1987,Jun-87,KS,1,0
1987,Jun-87,NE,1,0
1987,Jun-87,NE,0,0
1987,Jun-87,KS,0,0
1987,Jun-87,KS,0,0
1987,Jun-87,NE,0,0
1987,Jun-87,TX,0,0
1987,Jul-87,LA,0,0
1987,Jul-87,TX,1,0
1987,Jul-87,TX,2,0
1987,Jul-87,TX,2,2
1987,Jul-87,TX,1,0
1987,Jul-87,KS,1,2
1987,Jul-87,KS,1,0
1987,Jul-87,KS,2,0
1987,Jul-87,IA,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,1,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,NE,0,0
1987,Jul-87,SD,1,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,NE,1,0
1987,Jul-87,NE,2,0
1987,Jul-87,SD,2,0
1987,Jul-87,IA,2,0
1987,Jul-87,TX,1,0
1987,Jul-87,KS,0,0
1987,Jul-87,KS,0,0
1987,Jul-87,TX,0,0
1987,Jul-87,TX,0,0
1987,Jul-87,KS,1,0
1987,Jul-87,KS,0,0
1987,Jul-87,IA,0,0
1987,Jul-87,IA,0,0
1987,Jul-87,IA,1,0
1987,Jul-87,IA,1,0
1987,Jul-87,SD,1,0
1987,Jul-87,SD,0,0
1987,Jul-87,SD,0,0
1987,Jul-87,NE,1,0
1987,Jul-87,SD,2,0
1987,Jul-87,IA,1,0
1987,Jul-87,IA,0,0
1987,Jul-87,TX,0,0
1987,Jul-87,TX,1,0
1987,Jul-87,TX,2,10
1987,Jul-87,IA,1,0
1987,Jul-87,IA,0,0
1987,Jul-87,OK,0,0
1987,Jul-87,NE,1,0
1987,Jul-87,KS,0,0
1987,Jul-87,IA,0,0
1987,Jul-87,IA,1,0
1987,Jul-87,TX,0,0
1987,Jul-87,LA,1,0
1987,Jul-87,IA,1,0
1987,Jul-87,IA,2,0
1987,Aug-87,NE,1,0
1987,Aug-87,SD,0,0
1987,Aug-87,SD,0,0
1987,Aug-87,SD,2,0
1987,Aug-87,SD,1,0
1987,Aug-87,SD,0,0
1987,Aug-87,SD,0,0
1987,Aug-87,NE,0,0
1987,Aug-87,TX,0,0
1987,Aug-87,TX,0,0
1987,Aug-87,SD,0,0
1987,Aug-87,SD,1,0
1987,Aug-87,SD,0,0
1987,Aug-87,TX,0,0
1987,Aug-87,IA,0,0
1987,Aug-87,NE,1,0
1987,Aug-87,NE,2,0
1987,Aug-87,IA,0,0
1987,Aug-87,IA,1,0
1987,Aug-87,IA,1,0
1987,Sep-87,TX,1,0
1987,Sep-87,TX,0,0
1987,Sep-87,TX,1,0
1987,Sep-87,TX,0,0
1987,Sep-87,TX,1,0
1987,Sep-87,TX,0,0
1987,Sep-87,TX,0,0
1987,Sep-87,TX,0,0
1987,Sep-87,OK,0,0
1987,Nov-87,OK,1,0
1987,Nov-87,OK,1,0
1987,Nov-87,OK,1,0
1987,Nov-87,TX,2,8
1987,Nov-87,TX,1,0
1987,Nov-87,TX,2,14
1987,Nov-87,OK,2,1
1987,Nov-87,TX,2,5
1987,Nov-87,TX,3,60
1987,Nov-87,TX,3,85
1987,Nov-87,TX,2,0
1987,Nov-87,TX,1,0
1987,Nov-87,TX,2,9
1987,Nov-87,TX,1,0
1987,Nov-87,TX,3,20
1987,Nov-87,TX,3,0
1987,Nov-87,LA,3,97
1987,Nov-87,TX,0,0
1987,Nov-87,LA,1,0
1987,Nov-87,LA,0,0
1987,Nov-87,LA,1,0
1987,Nov-87,LA,0,0
1987,Nov-87,LA,1,2
1987,Nov-87,TX,1,4
1987,Nov-87,LA,1,1
1987,Nov-87,LA,0,0
1987,Nov-87,LA,1,0
1987,Nov-87,LA,1,0
1987,Nov-87,LA,0,0
1987,Nov-87,LA,1,1
1987,Nov-87,LA,1,0
1987,Nov-87,LA,0,0
1987,Nov-87,TX,1,0
1987,Nov-87,TX,1,0
1987,Dec-87,TX,1,0
1987,Dec-87,TX,1,0
1987,Dec-87,LA,1,0
1987,Dec-87,TX,2,0
1987,Dec-87,TX,2,0
1988,Feb-88,LA,0,0
1988,Mar-88,LA,1,0
1988,Mar-88,LA,1,2
1988,Mar-88,KS,0,0
1988,Mar-88,IA,1,0
1988,Mar-88,IA,1,0
1988,Mar-88,OK,1,0
1988,Mar-88,IA,0,0
1988,Mar-88,IA,2,0
1988,Mar-88,IA,0,0
1988,Mar-88,OK,0,0
1988,Mar-88,OK,1,0
1988,Mar-88,OK,0,0
1988,Mar-88,OK,1,2
1988,Mar-88,LA,1,2
1988,Apr-88,TX,1,0
1988,Apr-88,LA,1,0
1988,Apr-88,TX,1,1
1988,Apr-88,TX,3,9
1988,Apr-88,TX,1,0
1988,Apr-88,LA,1,0
1988,Apr-88,LA,1,0
1988,Apr-88,LA,1,0
1988,Apr-88,LA,1,0
1988,Apr-88,IA,1,0
1988,Apr-88,TX,0,0
1988,Apr-88,TX,1,0
1988,Apr-88,TX,0,0
1988,Apr-88,TX,0,0
1988,Apr-88,LA,0,0
1988,Apr-88,NE,0,0
1988,Apr-88,TX,1,0
1988,Apr-88,TX,0,0
1988,Apr-88,TX,1,0
1988,May-88,KS,0,0
1988,May-88,KS,1,0
1988,May-88,KS,0,0
1988,May-88,KS,2,0
1988,May-88,OK,1,0
1988,May-88,KS,0,0
1988,May-88,KS,1,0
1988,May-88,IA,0,0
1988,May-88,NE,2,3
1988,May-88,IA,2,0
1988,May-88,IA,1,0
1988,May-88,IA,1,0
1988,May-88,IA,2,0
1988,May-88,IA,2,0
1988,May-88,IA,2,0
1988,May-88,IA,1,0
1988,May-88,IA,1,0
1988,May-88,IA,1,0
1988,May-88,IA,2,0
1988,May-88,IA,0,0
1988,May-88,IA,1,0
1988,May-88,IA,0,0
1988,May-88,IA,1,0
1988,May-88,IA,0,0
1988,May-88,IA,1,0
1988,May-88,IA,0,0
1988,May-88,IA,0,0
1988,May-88,IA,1,0
1988,May-88,IA,2,0
1988,May-88,IA,0,0
1988,May-88,IA,3,0
1988,May-88,IA,0,0
1988,May-88,NE,1,0
1988,May-88,NE,0,0
1988,May-88,TX,0,0
1988,May-88,NE,1,0
1988,May-88,SD,0,0
1988,May-88,TX,0,0
1988,May-88,LA,1,0
1988,May-88,LA,1,1
1988,May-88,LA,0,0
1988,May-88,LA,0,0
1988,May-88,LA,1,0
1988,May-88,LA,1,0
1988,May-88,IA,0,0
1988,May-88,KS,0,0
1988,May-88,TX,0,0
1988,May-88,NE,1,0
1988,May-88,TX,0,0
1988,May-88,OK,1,0
1988,May-88,TX,0,0
1988,May-88,TX,0,0
1988,May-88,NE,1,0
1988,May-88,TX,0,0
1988,May-88,NE,1,0
1988,May-88,KS,0,0
1988,May-88,KS,0,0
1988,Jun-88,TX,1,0
1988,Jun-88,TX,0,0
1988,Jun-88,OK,0,0
1988,Jun-88,TX,1,0
1988,Jun-88,TX,1,0
1988,Jun-88,NE,0,0
1988,Jun-88,TX,0,0
1988,Jun-88,OK,0,0
1988,Jun-88,LA,1,0
1988,Jun-88,NE,1,0
1988,Jun-88,SD,0,0
1988,Jun-88,KS,0,0
1988,Jun-88,KS,0,0
1988,Jun-88,OK,1,0
1988,Jun-88,NE,0,0
1988,Jun-88,NE,0,0
1988,Jun-88,NE,1,0
1988,Jun-88,TX,0,0
1988,Jun-88,TX,1,0
1988,Jul-88,TX,1,0
1988,Jul-88,TX,1,0
1988,Jul-88,LA,0,0
1988,Jul-88,NE,0,0
1988,Jul-88,NE,0,0
1988,Jul-88,IA,0,0
1988,Jul-88,KS,0,0
1988,Jul-88,KS,0,0
1988,Jul-88,NE,0,0
1988,Jul-88,IA,2,42
1988,Jul-88,IA,3,34
1988,Jul-88,IA,1,12
1988,Jul-88,IA,0,0
1988,Jul-88,KS,0,0
1988,Jul-88,IA,1,0
1988,Jul-88,KS,0,0
1988,Jul-88,LA,0,0
1988,Jul-88,SD,0,0
1988,Jul-88,NE,0,0
1988,Jul-88,SD,0,0
1988,Jul-88,SD,0,0
1988,Jul-88,LA,1,0
1988,Jul-88,TX,0,0
1988,Jul-88,TX,1,0
1988,Jul-88,TX,0,0
1988,Jul-88,TX,0,0
1988,Aug-88,NE,0,0
1988,Aug-88,IA,0,0
1988,Aug-88,NE,1,0
1988,Aug-88,NE,1,0
1988,Aug-88,TX,1,0
1988,Aug-88,TX,0,0
1988,Aug-88,IA,1,0
1988,Aug-88,IA,0,0
1988,Aug-88,IA,1,0
1988,Sep-88,LA,1,0
1988,Sep-88,TX,2,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,1
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,LA,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,1,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,1,0
1988,Sep-88,TX,1,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,1,2
1988,Sep-88,TX,2,3
1988,Sep-88,TX,1,3
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,1,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,2,2
1988,Sep-88,TX,1,0
1988,Sep-88,TX,0,0
1988,Sep-88,TX,0,0
1988,Sep-88,OK,0,0
1988,Sep-88,OK,1,0
1988,Sep-88,LA,0,0
1988,Sep-88,TX,1,0
1988,Oct-88,TX,0,0
1988,Oct-88,TX,0,0
1988,Oct-88,TX,1,0
1988,Oct-88,TX,1,0
1988,Oct-88,LA,0,0
1988,Oct-88,LA,1,0
1988,Oct-88,LA,0,0
1988,Oct-88,LA,1,0
1988,Oct-88,LA,1,0
1988,Oct-88,LA,0,0
1988,Nov-88,LA,1,0
1988,Nov-88,LA,1,0
1988,Nov-88,LA,1,0
1988,Nov-88,KS,1,0
1988,Nov-88,KS,1,2
1988,Nov-88,OK,1,0
1988,Nov-88,OK,0,0
1988,Nov-88,OK,1,0
1988,Nov-88,KS,1,0
1988,Nov-88,KS,2,22
1988,Nov-88,KS,2,0
1988,Nov-88,KS,0,0
1988,Nov-88,KS,0,0
1988,Nov-88,KS,1,0
1988,Nov-88,OK,0,0
1988,Nov-88,IA,0,0
1988,Nov-88,IA,2,4
