Year,Month,Date,State,Magnitude,Injuries,Fatalities,Total,Length,Width
1950,1,Jan-1950,TX,2,2,0,2,4.7,133
1950,2,Feb-1950,TX,2,0,0,0,9.9,400
1950,2,Feb-1950,TX,3,12,1,13,12,1000
1950,2,Feb-1950,TX,2,5,0,5,4.6,100
1950,2,Feb-1950,TX,2,6,0,6,4.5,67
1950,2,Feb-1950,TX,2,8,1,9,8,833
1950,2,Feb-1950,TX,1,0,0,0,2.3,233
1950,2,Feb-1950,TX,2,0,0,0,3.4,100
1950,2,Feb-1950,TX,1,32,0,32,7.7,100
1950,2,Feb-1950,TX,3,15,3,18,1.9,50
1950,2,Feb-1950,LA,4,77,18,95,82.6,100
1950,2,Feb-1950,LA,2,10,5,15,58.4,100
1950,2,Feb-1950,LA,3,25,5,30,74.5,100
1950,2,Feb-1950,LA,1,0,0,0,0.5,33
1950,2,Feb-1950,OK,2,0,0,0,2,50
1950,3,Mar-1950,LA,1,2,0,2,2,33
1950,3,Mar-1950,LA,2,0,0,0,1,50
1950,3,Mar-1950,LA,0,0,0,0,18.1,27
1950,3,Mar-1950,OK,2,0,0,0,0.1,77
1950,3,Mar-1950,LA,1,2,0,2,15.3,17
1950,3,Mar-1950,LA,1,0,0,0,0.5,27
1950,4,Apr-1950,OK,2,0,0,0,1,100
1950,4,Apr-1950,OK,1,0,0,0,1,33
1950,4,Apr-1950,LA,1,0,0,0,2,100
1950,4,Apr-1950,OK,3,1,1,2,20.8,400
1950,4,Apr-1950,KS,1,0,0,0,19.8,10
1950,4,Apr-1950,TX,4,5,5,10,1.3,233
1950,4,Apr-1950,OK,4,32,5,37,4.5,200
1950,4,Apr-1950,OK,2,0,0,0,0.8,100
1950,4,Apr-1950,TX,1,0,0,0,11.5,200
1950,5,May-1950,LA,1,0,0,0,2,100
1950,5,May-1950,LA,1,0,0,0,15.4,150
1950,5,May-1950,LA,2,7,0,7,3.6,100
1950,5,May-1950,LA,1,2,0,2,1,100
1950,5,May-1950,LA,0,0,0,0,1,100
1950,5,May-1950,LA,1,1,0,1,32.8,150
1950,5,May-1950,LA,2,5,1,6,2,100
1950,5,May-1950,KS,1,0,0,0,0.1,10
1950,5,May-1950,TX,2,13,1,14,1.9,50
1950,5,May-1950,IA,1,0,0,0,0.1,10
1950,5,May-1950,OK,2,0,0,0,5.6,293
1950,5,May-1950,OK,1,0,0,0,0.1,10
1950,5,May-1950,OK,2,0,0,0,1,100
1950,5,May-1950,KS,4,1,0,1,34.3,150
1950,5,May-1950,KS,3,12,0,12,17.3,440
1950,5,May-1950,OK,1,0,0,0,0.1,10
1950,5,May-1950,OK,2,3,0,3,4.3,10
1950,5,May-1950,OK,1,0,0,0,0.1,10
1950,5,May-1950,SD,1,0,0,0,1,10
1950,5,May-1950,KS,2,0,0,0,12.6,660
1950,5,May-1950,KS,2,1,0,1,6.8,10
1950,5,May-1950,IA,2,0,0,0,0.1,200
1950,5,May-1950,KS,2,2,0,2,19.6,440
1950,5,May-1950,KS,1,1,0,1,0.1,10
1950,5,May-1950,KS,1,0,0,0,0.1,10
1950,5,May-1950,NE,2,1,0,1,8.8,467
1950,5,May-1950,KS,1,0,0,0,0.1,10
1950,5,May-1950,OK,1,0,0,0,0.8,200
1950,5,May-1950,OK,1,0,0,0,0.5,77
1950,5,May-1950,LA,1,0,0,0,2,27
1950,5,May-1950,TX,1,0,0,0,1,100
1950,5,May-1950,TX,2,0,0,0,18,10
1950,5,May-1950,KS,2,0,0,0,0.2,200
1950,5,May-1950,OK,1,1,0,1,7.3,100
1950,5,May-1950,NE,1,0,0,0,0.7,333
1950,5,May-1950,KS,3,2,0,2,14.9,100
1950,5,May-1950,KS,0,0,0,0,0.1,10
1950,5,May-1950,KS,0,0,0,0,0.1,10
1950,5,May-1950,OK,1,0,0,0,1.5,100
1950,5,May-1950,KS,0,0,0,0,0.2,250
1950,5,May-1950,KS,2,1,0,1,3.6,77
1950,5,May-1950,KS,1,0,0,0,10.7,40
1950,5,May-1950,OK,2,2,0,2,1,33
1950,5,May-1950,TX,1,0,0,0,3,880
1950,5,May-1950,OK,1,0,0,0,1,33
1950,5,May-1950,TX,1,0,0,0,3.4,267
1950,5,May-1950,LA,1,13,0,13,1,27
1950,5,May-1950,LA,1,0,0,0,1,27
1950,6,Jun-1950,TX,3,6,0,6,23.9,67
1950,6,Jun-1950,TX,1,2,0,2,23.7,10
1950,6,Jun-1950,KS,4,5,1,6,17.1,700
1950,6,Jun-1950,OK,1,0,0,0,0.1,100
1950,6,Jun-1950,NE,2,101,0,101,4.1,10
1950,6,Jun-1950,IA,3,5,0,5,5.6,300
1950,6,Jun-1950,KS,1,0,0,0,29.9,10
1950,6,Jun-1950,TX,0,0,0,0,15.8,167
1950,6,Jun-1950,NE,0,0,0,0,1.9,10
1950,6,Jun-1950,KS,0,0,0,0,0.1,10
1950,6,Jun-1950,KS,0,0,0,0,0.1,10
1950,7,Jul-1950,KS,2,0,0,0,0.1,10
1950,7,Jul-1950,KS,1,1,0,1,0.1,10
1950,7,Jul-1950,IA,2,0,0,0,14,10
1950,7,Jul-1950,KS,2,0,0,0,1,90
1950,7,Jul-1950,KS,1,0,0,0,1,90
1950,7,Jul-1950,NE,4,33,0,33,10,440
1950,7,Jul-1950,KS,1,0,0,0,0.1,10
1950,8,Aug-1950,KS,1,0,0,0,0.1,10
1950,8,Aug-1950,KS,2,0,0,0,0.1,10
1950,8,Aug-1950,KS,2,0,0,0,8.7,10
1950,8,Aug-1950,KS,1,0,0,0,7.2,10
1950,9,Sep-1950,OK,2,6,0,6,6.8,100
1950,9,Sep-1950,OK,0,0,0,0,0.1,10
1950,9,Sep-1950,NE,1,0,0,0,22.5,67
1950,10,Oct-1950,OK,1,0,0,0,15.8,10
1951,1,Jan-1951,LA,3,11,0,11,16.8,317
1951,2,Feb-1951,LA,1,0,0,0,0.5,33
1951,2,Feb-1951,LA,1,0,0,0,4.9,33
1951,2,Feb-1951,OK,2,5,0,5,43.9,20
1951,2,Feb-1951,OK,0,0,0,0,0.1,100
1951,3,Mar-1951,KS,3,0,0,0,38.1,10
1951,3,Mar-1951,KS,0,0,0,0,0.1,10
1951,3,Mar-1951,TX,1,0,0,0,0.5,17
1951,4,Apr-1951,OK,2,0,0,0,5.7,127
1951,4,Apr-1951,OK,2,2,0,2,0.2,100
1951,4,Apr-1951,OK,2,2,0,2,3.6,33
1951,4,Apr-1951,TX,2,0,0,0,1.5,17
1951,4,Apr-1951,KS,0,0,0,0,0.1,10
1951,4,Apr-1951,LA,0,2,0,2,1,33
1951,4,Apr-1951,LA,0,1,0,1,1,33
1951,4,Apr-1951,OK,0,0,0,0,0.1,10
1951,4,Apr-1951,OK,1,0,0,0,2.5,10
1951,4,Apr-1951,OK,1,0,0,0,0.1,10
1951,4,Apr-1951,KS,0,0,0,0,29.2,10
1951,4,Apr-1951,KS,1,0,0,0,0.1,10
1951,4,Apr-1951,KS,0,0,0,0,1,10
1951,4,Apr-1951,OK,1,0,0,0,0.1,10
1951,4,Apr-1951,KS,1,0,0,0,0.1,10
1951,4,Apr-1951,OK,1,2,0,2,0.8,200
1951,4,Apr-1951,KS,3,0,0,0,12.8,440
1951,4,Apr-1951,NE,1,0,0,0,0.3,50
1951,4,Apr-1951,OK,1,0,0,0,0.1,10
1951,4,Apr-1951,OK,3,0,0,0,7.4,200
1951,4,Apr-1951,OK,2,0,0,0,1.5,200
1951,4,Apr-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,2.3,10
1951,5,May-1951,TX,2,0,0,0,4.9,33
1951,5,May-1951,OK,1,0,0,0,0.1,10
1951,5,May-1951,OK,2,1,0,1,14.8,100
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,NE,0,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,KS,2,0,0,0,0.1,10
1951,5,May-1951,OK,2,0,0,0,0.1,10
1951,5,May-1951,OK,2,0,0,0,0.1,10
1951,5,May-1951,KS,2,0,0,0,0.1,10
1951,5,May-1951,KS,3,4,0,4,0.1,10
1951,5,May-1951,TX,1,0,0,0,0.1,10
1951,5,May-1951,OK,0,0,0,0,0.1,10
1951,5,May-1951,TX,4,100,2,102,2,200
1951,5,May-1951,OK,1,0,0,0,0.1,10
1951,5,May-1951,OK,1,0,0,0,0.1,10
1951,5,May-1951,OK,1,0,0,0,0.1,10
1951,5,May-1951,OK,1,0,0,0,0.1,10
1951,5,May-1951,OK,2,0,0,0,2,67
1951,5,May-1951,OK,0,0,0,0,0.1,220
1951,5,May-1951,KS,3,0,0,0,12.8,900
1951,5,May-1951,KS,2,0,0,0,1,10
1951,5,May-1951,KS,3,0,0,0,0.1,10
1951,5,May-1951,KS,2,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,TX,1,0,1,1,0.5,20
1951,5,May-1951,KS,1,0,0,0,0.1,10
1951,5,May-1951,KS,3,0,1,1,4.1,440
1951,5,May-1951,KS,2,0,0,0,0.1,10
1951,5,May-1951,NE,2,7,0,7,19.7,10
1951,5,May-1951,NE,1,0,0,0,2,33
1951,5,May-1951,KS,1,0,0,0,3,10
1951,5,May-1951,KS,1,0,0,0,8.3,10
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,KS,1,0,0,0,7.7,10
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,KS,0,0,0,0,0.1,10
1951,5,May-1951,TX,1,0,0,0,0.5,17
1951,5,May-1951,KS,2,0,0,0,3,440
1951,6,Jun-1951,KS,1,0,0,0,11,10
1951,6,Jun-1951,IA,3,7,0,7,1.5,880
1951,6,Jun-1951,OK,2,0,0,0,0.1,10
1951,6,Jun-1951,KS,2,3,0,3,0.1,10
1951,6,Jun-1951,KS,1,0,0,0,3,400
1951,6,Jun-1951,TX,1,0,0,0,0.1,10
1951,6,Jun-1951,TX,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,3,3,0,3,44.8,10
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,1,0,0,0,9,10
1951,6,Jun-1951,KS,1,0,0,0,0.1,10
1951,6,Jun-1951,KS,1,0,0,0,0.1,10
1951,6,Jun-1951,TX,3,12,0,12,10.4,100
1951,6,Jun-1951,TX,0,0,0,0,0.1,10
1951,6,Jun-1951,TX,2,0,0,0,3.6,1760
1951,6,Jun-1951,OK,0,0,0,0,0.2,33
1951,6,Jun-1951,KS,1,0,0,0,0.1,10
1951,6,Jun-1951,OK,2,0,0,0,3.8,450
1951,6,Jun-1951,OK,2,0,0,0,0.5,100
1951,6,Jun-1951,OK,1,1,0,1,5.7,33
1951,6,Jun-1951,OK,2,1,0,1,0.1,10
1951,6,Jun-1951,KS,1,0,0,0,0.8,600
1951,6,Jun-1951,KS,2,0,0,0,0.1,10
1951,6,Jun-1951,OK,3,0,0,0,10.9,173
1951,6,Jun-1951,OK,1,0,0,0,0.3,200
1951,6,Jun-1951,OK,1,0,0,0,0.1,10
1951,6,Jun-1951,KS,0,0,0,0,0.5,100
1951,6,Jun-1951,TX,1,6,0,6,4.9,20
1951,6,Jun-1951,TX,2,0,0,0,14.5,20
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,0,0,0,0,0.7,10
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,IA,1,0,0,0,0.5,17
1951,6,Jun-1951,NE,1,0,0,0,4.7,110
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,2,0,0,0,48.6,10
1951,6,Jun-1951,KS,1,0,0,0,0.1,10
1951,6,Jun-1951,OK,1,0,0,0,0.1,10
1951,6,Jun-1951,KS,1,0,0,0,22.2,10
1951,6,Jun-1951,OK,1,0,0,0,4.3,10
1951,6,Jun-1951,KS,2,0,0,0,0.1,10
1951,6,Jun-1951,KS,0,0,0,0,0.1,10
1951,6,Jun-1951,KS,2,5,1,6,0.1,10
1951,6,Jun-1951,KS,1,0,1,1,0.1,10
1951,6,Jun-1951,NE,2,1,0,1,10.4,57
1951,6,Jun-1951,IA,2,8,0,8,0.8,500
1951,6,Jun-1951,KS,4,100,5,105,0.8,300
1951,6,Jun-1951,KS,1,0,0,0,0.1,10
1951,7,Jul-1951,TX,2,0,0,0,1,20
1951,7,Jul-1951,KS,0,0,0,0,0.1,10
1951,7,Jul-1951,NE,0,0,0,0,5.1,10
1951,7,Jul-1951,KS,2,0,0,0,0.1,10
1951,7,Jul-1951,SD,2,1,0,1,0.1,10
1951,7,Jul-1951,NE,0,0,0,0,0.1,10
1951,7,Jul-1951,OK,2,0,0,0,0.1,100
1951,7,Jul-1951,OK,0,0,0,0,0.1,100
1951,7,Jul-1951,OK,0,0,0,0,0.1,100
1951,7,Jul-1951,IA,1,2,0,2,0.1,10
1951,7,Jul-1951,SD,2,4,0,4,1,10
1951,7,Jul-1951,KS,2,0,0,0,7.7,10
1951,7,Jul-1951,OK,1,0,0,0,0.1,10
1951,8,Aug-1951,KS,0,0,0,0,0.1,10
1951,8,Aug-1951,KS,1,0,0,0,0.1,10
1951,8,Aug-1951,KS,0,0,0,0,0.1,10
1951,8,Aug-1951,NE,1,0,0,0,0.1,440
1951,8,Aug-1951,OK,1,2,0,2,5.9,200
1951,8,Aug-1951,KS,1,0,0,0,2.3,250
1951,8,Aug-1951,KS,1,0,0,0,0.1,10
1951,8,Aug-1951,KS,1,0,0,0,0.1,10
1951,8,Aug-1951,LA,1,0,0,0,0.5,33
1951,8,Aug-1951,KS,0,0,0,0,0.1,10
1951,8,Aug-1951,KS,0,0,0,0,0.1,10
1951,8,Aug-1951,KS,2,0,0,0,3.3,100
1951,8,Aug-1951,IA,1,0,0,0,5.6,140
1951,8,Aug-1951,OK,1,0,0,0,0.5,440
1951,8,Aug-1951,KS,1,0,0,0,0.1,10
1951,8,Aug-1951,KS,1,0,0,0,0.1,10
1951,9,Sep-1951,LA,1,0,0,0,0.5,100
1951,9,Sep-1951,OK,2,0,0,0,2,67
1951,9,Sep-1951,KS,0,0,0,0,0.8,100
1951,9,Sep-1951,LA,2,0,0,0,1,20
1951,10,Oct-1951,OK,1,0,0,0,2,880
1951,11,Nov-1951,LA,1,0,0,0,0.3,100
1952,2,Feb-1952,TX,2,0,0,0,1,67
1952,2,Feb-1952,LA,0,0,0,0,1,133
1952,2,Feb-1952,LA,2,5,0,5,0.5,200
1952,3,Mar-1952,TX,0,0,0,0,0.2,10
1952,3,Mar-1952,LA,3,0,0,0,50.9,650
1952,3,Mar-1952,TX,1,0,0,0,0.1,33
1952,3,Mar-1952,TX,0,0,0,0,0.5,20
1952,4,Apr-1952,TX,2,1,0,1,4.9,200
1952,4,Apr-1952,LA,1,0,0,0,2,67
1952,4,Apr-1952,LA,3,10,0,10,36.7,100
1952,4,Apr-1952,LA,2,33,4,37,20.4,67
1952,4,Apr-1952,LA,2,3,0,3,6.4,20
1952,4,Apr-1952,KS,1,0,0,0,0.1,10
1952,4,Apr-1952,OK,0,0,0,0,45.9,100
1952,4,Apr-1952,TX,1,0,0,0,0.8,200
1952,4,Apr-1952,OK,1,0,0,0,0.1,20
1952,4,Apr-1952,OK,0,0,0,0,1.5,440
1952,4,Apr-1952,OK,0,0,0,0,1.5,440
1952,4,Apr-1952,OK,0,0,0,0,1.5,440
1952,4,Apr-1952,TX,4,0,0,0,2.3,200
1952,4,Apr-1952,OK,0,0,0,0,0.3,50
1952,4,Apr-1952,KS,0,0,0,0,0.1,10
1952,4,Apr-1952,LA,0,0,0,0,0.5,20
1952,4,Apr-1952,KS,0,0,0,0,0.1,10
1952,4,Apr-1952,NE,1,0,0,0,1,20
1952,4,Apr-1952,OK,2,0,0,0,13.7,200
1952,4,Apr-1952,TX,3,6,0,6,0.5,100
1952,4,Apr-1952,KS,0,0,0,0,0.1,10
1952,4,Apr-1952,KS,0,0,0,0,0.1,10
1952,5,May-1952,NE,1,0,0,0,0.1,10
1952,5,May-1952,NE,1,0,0,0,0.1,10
1952,5,May-1952,LA,0,0,0,0,1,33
1952,5,May-1952,KS,0,0,0,0,0.1,10
1952,5,May-1952,KS,2,0,0,0,0.2,100
1952,5,May-1952,KS,4,3,0,3,26.9,440
1952,5,May-1952,OK,1,0,0,0,0.1,10
1952,5,May-1952,OK,1,0,0,0,0.1,10
1952,5,May-1952,OK,1,0,0,0,16.9,100
1952,5,May-1952,OK,2,1,0,1,0.3,150
1952,5,May-1952,OK,2,0,0,0,0.1,200
1952,5,May-1952,TX,0,1,0,1,0.5,33
1952,5,May-1952,IA,2,0,0,0,0.1,17
1952,5,May-1952,TX,1,1,0,1,7.1,50
1952,5,May-1952,IA,1,0,0,0,0.1,10
1952,5,May-1952,NE,0,0,0,0,2,33
1952,6,Jun-1952,OK,1,0,0,0,0.1,10
1952,6,Jun-1952,IA,2,1,0,1,2.3,100
1952,6,Jun-1952,OK,1,0,0,0,0.1,10
1952,6,Jun-1952,TX,1,0,0,0,13.8,33
1952,6,Jun-1952,OK,1,0,0,0,0.1,10
1952,6,Jun-1952,NE,1,0,0,0,1,10
1952,6,Jun-1952,KS,2,0,0,0,3.3,60
1952,6,Jun-1952,OK,1,0,0,0,0.3,440
1952,6,Jun-1952,KS,2,0,0,0,24.9,10
1952,6,Jun-1952,IA,4,4,0,4,24.1,400
1952,6,Jun-1952,SD,0,0,0,0,2,43
1952,6,Jun-1952,SD,0,0,0,0,0.1,10
1952,6,Jun-1952,KS,2,0,0,0,12,10
1952,6,Jun-1952,NE,2,0,0,0,2.7,10
1952,6,Jun-1952,KS,2,0,0,0,1.9,100
1952,6,Jun-1952,SD,1,0,0,0,0.1,10
1952,6,Jun-1952,SD,0,0,0,0,1,100
1952,6,Jun-1952,SD,1,0,0,0,0.1,10
1952,6,Jun-1952,OK,2,1,0,1,0.1,10
1952,7,Jul-1952,IA,1,0,0,0,0.1,10
1952,7,Jul-1952,KS,1,0,0,0,11.9,10
1952,7,Jul-1952,KS,0,0,0,0,0.1,10
1952,7,Jul-1952,KS,2,0,0,0,0.1,10
1952,7,Jul-1952,OK,1,0,0,0,3.6,50
1952,7,Jul-1952,NE,1,0,0,0,27.6,10
1952,7,Jul-1952,OK,1,0,0,0,1,10
1952,7,Jul-1952,OK,1,0,0,0,0.1,10
1952,7,Jul-1952,OK,1,0,0,0,0.1,30
1952,8,Aug-1952,KS,3,0,0,0,4.7,10
1952,8,Aug-1952,KS,1,0,0,0,0.1,10
1952,8,Aug-1952,TX,1,0,0,0,0.7,50
1952,8,Aug-1952,NE,3,1,0,1,44.4,1300
1952,8,Aug-1952,NE,4,20,0,20,26.7,110
1952,8,Aug-1952,KS,2,0,0,0,1.5,100
1952,8,Aug-1952,OK,2,0,0,0,5.1,77
1952,11,Nov-1952,KS,1,0,0,0,0.1,10
1952,11,Nov-1952,IA,0,0,0,0,0.1,50
1952,12,Dec-1952,TX,2,4,0,4,13.3,100
1953,2,Feb-1953,LA,3,21,2,23,15.6,400
1953,2,Feb-1953,TX,1,0,0,0,0.1,10
1953,2,Feb-1953,TX,1,0,0,0,0.1,10
1953,2,Feb-1953,OK,1,0,0,0,1.3,17
1953,2,Feb-1953,OK,1,0,0,0,0.5,10
1953,2,Feb-1953,OK,1,0,0,0,4.7,67
1953,2,Feb-1953,OK,1,0,0,0,0.1,10
1953,3,Mar-1953,TX,2,2,0,2,2,80
1953,3,Mar-1953,TX,4,25,17,42,13.9,50
1953,3,Mar-1953,OK,2,1,0,1,23.6,100
1953,3,Mar-1953,OK,3,8,1,9,1,100
1953,3,Mar-1953,OK,2,2,0,2,2,100
1953,3,Mar-1953,OK,2,0,0,0,1.3,250
1953,3,Mar-1953,OK,3,11,2,13,45.3,200
1953,3,Mar-1953,OK,2,0,0,0,0.1,100
1953,3,Mar-1953,IA,1,2,0,2,0.1,10
1953,3,Mar-1953,IA,1,0,0,0,10.9,600
1953,3,Mar-1953,IA,3,0,0,0,31.8,400
1953,3,Mar-1953,IA,2,0,0,0,11.7,100
1953,3,Mar-1953,LA,2,22,2,24,159.2,200
1953,3,Mar-1953,OK,1,0,0,0,1,100
1953,3,Mar-1953,KS,0,0,0,0,16.1,10
1953,4,Apr-1953,OK,0,0,0,0,0.1,10
1953,4,Apr-1953,KS,1,0,0,0,0.4,70
1953,4,Apr-1953,OK,2,0,0,0,16.2,440
1953,4,Apr-1953,OK,2,0,0,0,0.3,23
1953,4,Apr-1953,OK,2,4,1,5,1.5,300
1953,4,Apr-1953,OK,2,1,0,1,1,200
1953,4,Apr-1953,OK,1,0,0,0,0.1,10
1953,4,Apr-1953,OK,2,14,1,15,0.8,17
1953,4,Apr-1953,IA,1,0,0,0,0.1,10
1953,4,Apr-1953,OK,0,0,0,0,0.1,27
1953,4,Apr-1953,OK,1,0,0,0,0.1,100
1953,4,Apr-1953,NE,0,0,0,0,0.9,30
1953,4,Apr-1953,TX,3,3,0,3,0.5,200
1953,4,Apr-1953,NE,1,0,0,0,0.1,10
1953,4,Apr-1953,TX,3,5,1,6,4.9,200
1953,4,Apr-1953,TX,4,15,2,17,1,1760
1953,4,Apr-1953,LA,2,0,0,0,11.5,200
1953,5,May-1953,LA,1,0,0,0,1,100
1953,5,May-1953,SD,1,0,0,0,1.9,440
1953,5,May-1953,SD,1,0,0,0,6.8,97
1953,5,May-1953,NE,1,0,0,0,1.5,10
1953,5,May-1953,KS,3,0,0,0,13.5,10
1953,5,May-1953,NE,3,82,5,87,46.9,880
1953,5,May-1953,NE,2,0,0,0,1.5,10
1953,5,May-1953,OK,1,0,0,0,3.6,440
1953,5,May-1953,NE,1,0,0,0,0.1,10
1953,5,May-1953,OK,1,0,0,0,0.1,17
1953,5,May-1953,OK,1,0,0,0,0.1,17
1953,5,May-1953,OK,1,0,0,0,0.1,10
1953,5,May-1953,KS,1,0,0,0,42.5,10
1953,5,May-1953,KS,2,0,0,0,37.5,10
1953,5,May-1953,OK,2,0,0,0,1.3,10
1953,5,May-1953,KS,3,0,0,0,52.2,10
1953,5,May-1953,KS,1,0,0,0,6.9,440
1953,5,May-1953,KS,1,0,0,0,0.5,200
1953,5,May-1953,NE,1,0,0,0,9.7,10
1953,5,May-1953,NE,0,0,0,0,0.1,33
1953,5,May-1953,IA,4,0,0,0,6.4,10
1953,5,May-1953,IA,4,3,0,3,26.6,10
1953,5,May-1953,IA,2,0,0,0,0.1,10
1953,5,May-1953,IA,4,2,0,2,1.9,100
1953,5,May-1953,IA,3,0,0,0,6.6,400
1953,5,May-1953,TX,4,159,13,172,9.9,880
1953,5,May-1953,OK,1,0,0,0,0.1,10
1953,5,May-1953,TX,5,597,114,711,20.9,583
1953,5,May-1953,OK,1,0,0,0,2,33
1953,5,May-1953,TX,2,0,0,0,9.5,267
1953,5,May-1953,LA,2,3,0,3,21.7,150
1953,5,May-1953,TX,3,8,1,9,5.2,10
1953,5,May-1953,KS,1,0,0,0,2.5,220
1953,5,May-1953,LA,0,0,0,0,2,50
1953,5,May-1953,LA,2,0,0,0,28.5,200
1953,5,May-1953,LA,2,2,0,2,22.5,100
1953,5,May-1953,LA,3,17,0,17,41.6,100
1953,5,May-1953,NE,0,0,0,0,4.5,10
1953,5,May-1953,LA,2,1,0,1,0.5,33
1953,5,May-1953,LA,1,0,0,0,2,67
1953,5,May-1953,TX,0,0,0,0,0.1,10
1953,5,May-1953,OK,1,0,0,0,0.1,10
1953,5,May-1953,IA,3,0,1,1,116.1,400
1953,5,May-1953,IA,3,7,0,7,38.6,400
1953,5,May-1953,IA,1,0,0,0,0.1,500
1953,5,May-1953,NE,1,0,0,0,0.1,10
1953,5,May-1953,KS,1,0,0,0,0.1,10
1953,5,May-1953,KS,2,0,0,0,0.1,10
1953,5,May-1953,KS,1,0,0,0,0.1,10
1953,5,May-1953,SD,0,0,0,0,20.6,10
1953,5,May-1953,KS,1,0,0,0,0.1,50
1953,5,May-1953,KS,2,0,0,0,0.1,10
1953,5,May-1953,SD,2,2,0,2,0.5,33
1953,5,May-1953,SD,1,0,0,0,0.1,10
1953,5,May-1953,SD,2,0,0,0,1.9,10
1953,5,May-1953,NE,1,0,0,0,0.1,10
1953,5,May-1953,TX,1,0,0,0,0.1,10
1953,6,Jun-1953,NE,2,0,0,0,80,10
1953,6,Jun-1953,NE,2,0,0,0,15,10
1953,6,Jun-1953,SD,2,0,0,0,5.9,10
1953,6,Jun-1953,TX,0,0,0,0,0.1,10
1953,6,Jun-1953,OK,1,0,0,0,0.4,100
1953,6,Jun-1953,OK,0,0,0,0,0.1,27
1953,6,Jun-1953,OK,0,0,0,0,0.1,250
1953,6,Jun-1953,KS,0,0,0,0,0.1,10
1953,6,Jun-1953,NE,3,0,0,0,9.8,10
1953,6,Jun-1953,OK,1,0,0,0,2,50
1953,6,Jun-1953,OK,3,0,0,0,16.9,10
1953,6,Jun-1953,OK,2,0,0,0,0.1,10
1953,6,Jun-1953,OK,0,0,0,0,0.1,10
1953,6,Jun-1953,KS,1,0,0,0,0.1,10
1953,6,Jun-1953,KS,2,0,0,0,0.1,10
1953,6,Jun-1953,KS,0,0,0,0,10.9,10
1953,6,Jun-1953,NE,2,0,0,0,6.6,100
1953,6,Jun-1953,NE,2,0,0,0,6.6,10
1953,6,Jun-1953,NE,0,0,0,0,4.1,10
1953,6,Jun-1953,NE,1,2,0,2,22.7,10
1953,6,Jun-1953,NE,4,0,11,11,15,440
1953,6,Jun-1953,NE,2,1,0,1,20.1,10
1953,6,Jun-1953,NE,2,2,0,2,6.9,10
1953,6,Jun-1953,NE,3,1,0,1,8,250
1953,6,Jun-1953,NE,0,0,0,0,9,33
1953,6,Jun-1953,NE,1,0,0,0,15,33
1953,6,Jun-1953,NE,2,0,0,0,16.6,10
1953,6,Jun-1953,NE,2,6,0,6,31,10
1953,6,Jun-1953,NE,1,0,0,0,8.2,10
1953,6,Jun-1953,NE,0,1,0,1,1.5,10
1953,6,Jun-1953,SD,0,0,0,0,1.5,10
1953,6,Jun-1953,IA,2,0,0,0,11.3,200
1953,6,Jun-1953,NE,2,1,0,1,4.1,10
1953,6,Jun-1953,NE,0,5,0,5,1,10
1953,6,Jun-1953,IA,2,0,0,0,49.2,833
1953,6,Jun-1953,IA,2,0,0,0,49,200
1953,6,Jun-1953,IA,3,0,0,0,30.7,200
1953,6,Jun-1953,IA,2,0,0,0,116,200
1953,6,Jun-1953,IA,1,0,0,0,2.3,100
1953,6,Jun-1953,KS,0,0,0,0,12.6,10
1953,6,Jun-1953,NE,0,0,0,0,0.1,10
1953,6,Jun-1953,NE,0,0,0,0,0.1,10
1953,6,Jun-1953,NE,1,0,0,0,0.1,83
1953,6,Jun-1953,SD,2,0,0,0,27.7,440
1953,6,Jun-1953,SD,2,0,0,0,7.6,10
1953,6,Jun-1953,SD,1,0,0,0,9.3,67
1953,6,Jun-1953,OK,1,0,0,0,1.9,30
1953,6,Jun-1953,KS,2,0,0,0,8.8,10
1953,6,Jun-1953,KS,2,0,0,0,0.1,10
1953,6,Jun-1953,NE,1,0,0,0,1.5,10
1953,6,Jun-1953,KS,1,0,0,0,6.6,440
1953,6,Jun-1953,OK,1,1,0,1,0.3,50
1953,6,Jun-1953,TX,1,1,0,1,0.1,10
1953,6,Jun-1953,OK,1,0,0,0,6.1,880
